Price,Close,High,Low,Open,Volume
Ticker,SBUX,SBUX,SBUX,SBUX,SBUX
Date,,,,,
2015-01-29,36.65922927856445,36.762146819334376,36.049956055257105,36.23109193206628,12475800
2015-01-30,36.03350067138672,36.61395729898687,35.975867080946365,36.4657557404845,10070400
2015-02-02,36.22285842895508,36.26402481898963,35.346002072121465,36.09524167760968,13638800
2015-02-03,36.56166076660156,36.56166076660156,35.917112197148114,36.350944904900764,9252400
2015-02-04,36.6484375,36.95005512482339,36.35508509901247,36.3592177109304,11496600
2015-02-05,37.03681182861328,37.090523161119535,36.65256097477708,36.65256097477708,7598600
2015-02-06,36.77238464355469,37.05334231523624,36.640169454072705,36.97897107413645,7835400
2015-02-09,36.69802474975586,36.859161963253754,36.41706699120009,36.569942131913876,6911600
2015-02-10,37.67311477661133,37.75574811682719,36.90874534670507,36.92527264520022,12469600
2015-02-11,37.51198196411133,37.9251550182565,37.478927363237254,37.66485712895873,6467000
2015-02-12,37.941673278808594,37.98712255611675,37.222750066257404,37.635923021961055,7197600
2015-02-13,37.83836364746094,38.007762846736995,37.56153864360852,38.007762846736995,6109600
2015-02-17,38.0243034362793,38.11106937146613,37.70616167392756,37.91687759412736,6387000
2015-02-18,38.42508316040039,38.561430986221474,38.011910223191784,38.173047416522394,6542000
2015-02-19,38.495323181152344,38.74735893405215,38.42921714800751,38.487061109106534,6109200
2015-02-20,38.63580322265625,38.70190925511437,38.412689452623674,38.61514331436716,6461400
2015-02-23,38.66471481323242,38.80932467561936,38.45812839489148,38.77627009214275,5854600
2015-02-24,38.61100769042969,38.834121443058415,38.49119031892941,38.53250698002529,6337800
2015-02-25,38.94568634033203,39.181194815036136,38.52838074401083,38.549040654107216,8119600
2015-02-26,39.065494537353516,39.17704982074193,38.87130279195636,38.96220132403662,6816400
2015-02-27,38.62752914428711,39.16878772525232,38.53663061226583,39.16465511408989,8658400
2015-03-02,38.93330383300781,39.06551910310463,38.561447400779045,38.561447400779045,7947000
2015-03-03,38.838253021240234,38.92501895291021,38.50771343675157,38.87956968123654,7578400
2015-03-04,38.44987106323242,38.916758481938906,38.01604138704494,38.759750754334576,7774600
2015-03-05,38.68537139892578,38.82171919099207,38.44986300911063,38.54076153715482,5848400
2015-03-06,38.102806091308594,38.714300230063024,37.9623256633726,38.549033588621796,6814400
2015-03-09,38.44160079956055,38.47878484148414,38.049084716457514,38.17303782738659,5984800
2015-03-10,38.08627700805664,38.38789460381427,37.916874610598214,38.078014937276244,6077000
2015-03-11,37.77226638793945,38.416818266166,37.68963306747254,38.06148931409187,8185800
2015-03-12,38.582088470458984,38.64406504266275,37.945801756868526,37.99951625716618,7295400
2015-03-13,38.54490280151367,38.99113031995001,38.29286706344829,38.29286706344829,5835200
2015-03-16,38.85890579223633,39.0944141784571,38.730820071829584,38.838245889902126,6772600
2015-03-17,38.99940490722656,39.03659212182671,38.67299781133766,38.73910701406668,5508800
2015-03-18,39.59849548339844,39.90011313507787,38.56969568237875,38.838258740290115,15430000
2015-03-19,40.391788482666016,40.986755387247925,39.82160779410657,39.97861553258384,22020600
2015-03-20,40.2678337097168,40.8628037425184,40.08190715059595,40.693401326744876,17360600
2015-03-23,40.23065185546875,40.449633017759666,39.95795619145853,40.44136779337539,7986000
2015-03-24,40.45790100097656,40.6273034507503,39.97862194122688,40.12323186648498,7718400
2015-03-25,39.56956100463867,40.68926216101447,39.56956100463867,40.54878175799794,9907200
