SYM_ROOT,DATE,pre_market_price_mean,post_market_price_mean,pre_market_price_std,post_market_price_std,pre_market_price_min,post_market_price_min,pre_market_price_max,post_market_price_max
JPM,2019-11-26,124.46258992248062,129.0719457604307,26.76148052335874,15.793268676862736,24.98,24.98,131.94,132.0
JPM,2019-11-27,123.72415607940447,129.55574859675036,28.596729536104093,16.649579314495938,24.99,25.0,132.72,132.46
JPM,2019-11-29,44.56705882352941,126.48493254716982,41.60380763294176,22.991626850802657,25.01,25.28,131.76,132.06
JPM,2019-12-02,126.6470257453857,127.8381148197597,22.028715498132414,21.871307632842534,25.09,25.24,131.84,133.4
JPM,2019-12-03,123.3017650630915,124.29051902173913,25.065958811564858,23.26137815821342,25.12,25.13,130.44,131.68
JPM,2019-12-04,127.74957186609687,127.6391779527559,21.661202980469813,16.636769958788342,25.21,25.2,132.45,130.9
JPM,2019-12-05,128.51218529194384,129.31577000000001,21.474925624504543,18.515735005990493,25.16,25.25,133.3,133.14
JPM,2019-12-06,129.20716936363638,133.4192209373098,24.55851763336455,12.240295517346487,25.22,25.15,135.6,135.2
JPM,2019-12-09,123.80366628019323,132.15958730158732,32.21899541687011,16.15472150695672,25.22,25.2,135.22,135.2
JPM,2019-12-10,126.83545040816327,130.3511699353448,27.71133530696276,17.664913750837318,25.21,25.24,134.7,134.5
JPM,2019-12-11,129.88455941614197,130.98667542579076,21.176770967002703,18.587233541287112,25.26,25.27,134.47,134.91
JPM,2019-12-12,132.57353337484432,131.03523990306948,24.16710571448198,18.714783594342794,25.3,25.28,138.96,134.8
JPM,2019-12-13,131.08648251396647,136.7315300970874,24.678987793403447,12.273498834389741,25.3354,25.2992,137.49,139.2
JPM,2019-12-16,131.00291949265687,135.43371878980892,25.919718890275337,17.58246694580597,25.38,25.35,137.74,138.55
JPM,2019-12-17,130.7485744635193,133.58227125000002,27.90283789410232,20.33530659322953,25.41,25.4,138.55,138.12
JPM,2019-12-18,133.17543935845214,133.33972670623146,22.71625236660134,22.68148412212671,25.45,25.4,138.43,138.67
JPM,2019-12-19,133.83340539944905,134.72929063063063,19.363995122379013,18.726020967637073,25.55,25.45,137.5822,138.32
JPM,2019-12-20,135.19898753929053,136.10700780185758,15.101561678021213,13.5360821481852,25.53,25.57,138.725,138.43
JPM,2019-12-23,132.67067927677328,133.5443331081081,21.804843824327847,20.623582823092754,25.66,25.64,137.4,137.8999
JPM,2019-12-24,48.672493333333335,129.00824964028777,46.011959301072196,29.256867300626677,25.64,25.63,137.58,137.63
JPM,2019-12-26,134.72831883505717,129.66213089005237,21.52102262253636,29.131477061654927,25.61,25.64,139.25,138.15
JPM,2019-12-27,132.87944933726067,134.21982148337597,25.7296566562426,23.66927369284751,25.62,25.61,139.23,139.75
JPM,2019-12-30,130.78560267335004,135.91372310231023,28.504309200601053,20.718928306473458,25.62,25.62,138.97,139.99
