Date,SYM_ROOT,EWO,EWO_lag_1,EWO_lag_2
2019-03-12,BABA,0.027401398439779748,0.0332223789432812,0.0397581624016224
2019-03-13,BABA,0.02300446663789515,0.027401398439779748,0.0332223789432812
2019-03-14,BABA,0.018696207122443746,0.02300446663789515,0.027401398439779748
2019-03-15,BABA,0.018049570488745934,0.018696207122443746,0.02300446663789515
2019-03-18,BABA,0.01928033700586404,0.018049570488745934,0.018696207122443746
2019-03-19,BABA,0.018210267855297856,0.01928033700586404,0.018049570488745934
2019-03-20,BABA,0.01714649830339991,0.018210267855297856,0.01928033700586404
2019-03-21,BABA,0.015480078336794814,0.01714649830339991,0.018210267855297856
2019-03-22,BABA,0.014916977919854985,0.015480078336794814,0.01714649830339991
2019-03-25,BABA,0.011686839390313394,0.014916977919854985,0.015480078336794814
2019-03-26,BABA,0.00911618309092097,0.011686839390313394,0.014916977919854985
2019-03-27,BABA,0.005936575573707704,0.00911618309092097,0.011686839390313394
2019-03-28,BABA,0.0031396757107424143,0.005936575573707704,0.00911618309092097
2019-03-29,BABA,0.0005207671388247369,0.0031396757107424143,0.005936575573707704
2019-04-01,BABA,0.0027486363921034908,0.0005207671388247369,0.0031396757107424143
2019-04-02,BABA,0.0028471179645438395,0.0027486363921034908,0.0005207671388247369
2019-04-03,BABA,0.00374080514128719,0.0028471179645438395,0.0027486363921034908
2019-04-04,BABA,0.0036891176556882554,0.00374080514128719,0.0028471179645438395
2019-04-05,BABA,0.0046078953757315,0.0036891176556882554,0.00374080514128719
2019-04-08,BABA,0.004857727246435523,0.0046078953757315,0.0036891176556882554
2019-04-09,BABA,0.006324522271480298,0.004857727246435523,0.0046078953757315
2019-04-10,BABA,0.007954354745786832,0.006324522271480298,0.004857727246435523
2019-04-11,BABA,0.010998577441245492,0.007954354745786832,0.006324522271480298
2019-04-12,BABA,0.01205565807011282,0.010998577441245492,0.007954354745786832
2019-04-15,BABA,0.013023130901001989,0.01205565807011282,0.010998577441245492
2019-04-16,BABA,0.011197522349153602,0.013023130901001989,0.01205565807011282
2019-04-17,BABA,0.01026342707879069,0.011197522349153602,0.013023130901001989
2019-04-18,BABA,0.010761806021147517,0.01026342707879069,0.011197522349153602
2019-04-22,BABA,0.011507391961461964,0.010761806021147517,0.01026342707879069
2019-04-23,BABA,0.009493159190122221,0.011507391961461964,0.010761806021147517
2019-04-24,BABA,0.011756551356248608,0.009493159190122221,0.011507391961461964
2019-04-25,BABA,0.011645087969208955,0.011756551356248608,0.009493159190122221
2019-04-26,BABA,0.011531259885730158,0.011645087969208955,0.011756551356248608
2019-04-29,BABA,0.010847008597887713,0.011531259885730158,0.011645087969208955
2019-04-30,BABA,0.010751429607837898,0.010847008597887713,0.011531259885730158
2019-05-01,BABA,0.009428153114876756,0.010751429607837898,0.010847008597887713
2019-05-02,BABA,0.010698010281160497,0.009428153114876756,0.010751429607837898
2019-05-03,BABA,0.011281576019090836,0.010698010281160497,0.009428153114876756
2019-05-06,BABA,0.014431150284548963,0.011281576019090836,0.010698010281160497
2019-05-07,BABA,0.014552893694011608,0.014431150284548963,0.011281576019090836
2019-05-08,BABA,0.012397618153135429,0.014552893694011608,0.014431150284548963
2019-05-09,BABA,0.007424029471262489,0.012397618153135429,0.014552893694011608
2019-05-10,BABA,0.0014903240990764037,0.007424029471262489,0.012397618153135429
2019-05-13,BABA,-0.0076435643188986924,0.0014903240990764037,0.007424029471262489
2019-05-14,BABA,-0.017316540906691755,-0.0076435643188986924,0.0014903240990764037
2019-05-15,BABA,-0.02073399408525594,-0.017316540906691755,-0.0076435643188986924
2019-05-16,BABA,-0.021826231092015858,-0.02073399408525594,-0.017316540906691755
2019-05-17,BABA,-0.023688376064874776,-0.021826231092015858,-0.02073399408525594
2019-05-20,BABA,-0.027885457997048863,-0.023688376064874776,-0.021826231092015858
2019-05-21,BABA,-0.03160542933660557,-0.027885457997048863,-0.023688376064874776
2019-05-22,BABA,-0.036925174581915465,-0.03160542933660557,-0.027885457997048863
2019-05-23,BABA,-0.04631808101737784,-0.036925174581915465,-0.03160542933660557
2019-05-24,BABA,-0.056491867110879355,-0.04631808101737784,-0.036925174581915465
2019-05-28,BABA,-0.06349825260885966,-0.056491867110879355,-0.04631808101737784
2019-05-29,BABA,-0.06475917149352838,-0.06349825260885966,-0.056491867110879355
2019-05-30,BABA,-0.0690203134074417,-0.06475917149352838,-0.06349825260885966
2019-05-31,BABA,-0.07112815354587765,-0.0690203134074417,-0.06475917149352838
2019-06-03,BABA,-0.0725382498542102,-0.07112815354587765,-0.0690203134074417
2019-06-04,BABA,-0.07303545825317018,-0.0725382498542102,-0.07112815354587765
2019-06-05,BABA,-0.07064424264575572,-0.07303545825317018,-0.0725382498542102
2019-06-06,BABA,-0.06862213892604042,-0.07064424264575572,-0.07303545825317018
2019-06-07,BABA,-0.06552114003152695,-0.06862213892604042,-0.07064424264575572
2019-06-10,BABA,-0.05950360394131366,-0.06552114003152695,-0.06862213892604042
2019-06-11,BABA,-0.050784476270697515,-0.05950360394131366,-0.06552114003152695
2019-06-12,BABA,-0.04341647022025787,-0.050784476270697515,-0.05950360394131366
2019-06-13,BABA,-0.03578484211424757,-0.04341647022025787,-0.050784476270697515
2019-06-14,BABA,-0.028080918300159033,-0.03578484211424757,-0.04341647022025787
2019-06-17,BABA,-0.02313328034300673,-0.028080918300159033,-0.03578484211424757
2019-06-18,BABA,-0.02077735749160202,-0.02313328034300673,-0.028080918300159033
2019-06-19,BABA,-0.017160139068070242,-0.02077735749160202,-0.02313328034300673
2019-06-20,BABA,-0.012071880669904327,-0.017160139068070242,-0.02077735749160202
2019-06-21,BABA,-0.0053854609827026865,-0.012071880669904327,-0.017160139068070242
2019-06-24,BABA,0.0023418443798495746,-0.0053854609827026865,-0.012071880669904327
2019-06-25,BABA,0.009629695825931851,0.0023418443798495746,-0.0053854609827026865
2019-06-26,BABA,0.011764170253768002,0.009629695825931851,0.0023418443798495746
2019-06-27,BABA,0.01496297323092304,0.011764170253768002,0.009629695825931851
2019-06-28,BABA,0.01730288696773738,0.01496297323092304,0.011764170253768002
2019-07-01,BABA,0.019273654375442827,0.01730288696773738,0.01496297323092304
2019-07-02,BABA,0.023635529533095476,0.019273654375442827,0.01730288696773738
2019-07-03,BABA,0.028796267425071565,0.023635529533095476,0.019273654375442827
2019-07-05,BABA,0.0321002375942489,0.028796267425071565,0.023635529533095476
2019-07-08,BABA,0.0338614077200458,0.0321002375942489,0.028796267425071565
2019-07-09,BABA,0.03391237089054673,0.0338614077200458,0.0321002375942489
2019-07-10,BABA,0.030366170265003607,0.03391237089054673,0.0338614077200458
2019-07-11,BABA,0.02484257353042816,0.030366170265003607,0.03391237089054673
2019-07-12,BABA,0.01978306032384469,0.02484257353042816,0.030366170265003607
2019-07-15,BABA,0.016371281206422884,0.01978306032384469,0.02484257353042816
2019-07-16,BABA,0.01783287721439929,0.016371281206422884,0.01978306032384469
2019-07-17,BABA,0.019333617168596672,0.01783287721439929,0.016371281206422884
2019-07-18,BABA,0.02220657624407294,0.019333617168596672,0.01783287721439929
2019-07-19,BABA,0.02406892912032962,0.02220657624407294,0.019333617168596672
2019-07-22,BABA,0.02443399133217529,0.02406892912032962,0.02220657624407294
2019-07-23,BABA,0.022590282535326113,0.02443399133217529,0.02406892912032962
2019-07-24,BABA,0.022411765501288643,0.022590282535326113,0.02443399133217529
2019-07-25,BABA,0.02251811511231957,0.022411765501288643,0.022590282535326113
2019-07-26,BABA,0.02289169848771864,0.02251811511231957,0.022411765501288643
2019-07-29,BABA,0.023837194806633107,0.02289169848771864,0.02251811511231957
2019-07-30,BABA,0.02361557367154365,0.023837194806633107,0.02289169848771864
2019-07-31,BABA,0.020172330423893388,0.02361557367154365,0.023837194806633107
2019-08-01,BABA,0.01614803899489251,0.020172330423893388,0.02361557367154365
2019-08-02,BABA,0.009023468076957777,0.01614803899489251,0.020172330423893388
2019-08-05,BABA,-0.001349707309496789,0.009023468076957777,0.01614803899489251
2019-08-06,BABA,-0.014890471497417217,-0.001349707309496789,0.009023468076957777
2019-08-07,BABA,-0.024853613028833092,-0.014890471497417217,-0.001349707309496789
2019-08-08,BABA,-0.03298563636512655,-0.024853613028833092,-0.014890471497417217
2019-08-09,BABA,-0.034868215879002684,-0.03298563636512655,-0.024853613028833092
2019-08-12,BABA,-0.035286680777301856,-0.034868215879002684,-0.03298563636512655
2019-08-13,BABA,-0.031048317271490152,-0.035286680777301856,-0.034868215879002684
2019-08-14,BABA,-0.02658702838006607,-0.031048317271490152,-0.035286680777301856
2019-08-15,BABA,-0.024478818788216925,-0.02658702838006607,-0.031048317271490152
2019-08-16,BABA,-0.021374797996678598,-0.024478818788216925,-0.02658702838006607
2019-08-19,BABA,-0.012241218875766968,-0.021374797996678598,-0.024478818788216925
2019-08-20,BABA,-0.0016455064327075635,-0.012241218875766968,-0.021374797996678598
2019-08-21,BABA,0.005902761381989194,-0.0016455064327075635,-0.012241218875766968
2019-08-22,BABA,0.013532070431079502,0.005902761381989194,-0.0016455064327075635
2019-08-23,BABA,0.016587244513520574,0.013532070431079502,0.005902761381989194
2019-08-26,BABA,0.011559112820321628,0.016587244513520574,0.013532070431079502
2019-08-27,BABA,0.004585079784960453,0.011559112820321628,0.016587244513520574
2019-08-28,BABA,-0.0016775171184928062,0.004585079784960453,0.011559112820321628
