SYM_ROOT,DATE,pre_market_volume,post_market_volume,DAY_OF_WEEK,OPEN,HIGH,LOW,CLOSE,VOLUME,pre_market_price_mean,post_market_price_mean,pre_market_price_std,post_market_price_std,pre_market_price_min,post_market_price_min,pre_market_price_max,post_market_price_max,PREV_OPEN,PREV_HIGH,PREV_LOW,PREV_CLOSE,PREV_VOLUME,PREV_post_market_volume,PREV_post_market_price_mean,PREV_post_market_price_std,pre_market_volume_avg_3,pre_market_volume_avg_3_increment,pre_market_volume_avg_5,pre_market_volume_avg_5_increment,pre_market_volume_avg_9,pre_market_volume_avg_9_increment,pre_market_volume_avg_12,pre_market_volume_avg_12_increment,PREV_post_market_volume_avg_3,PREV_post_market_volume_avg_3_increment,PREV_post_market_volume_avg_5,PREV_post_market_volume_avg_5_increment,PREV_post_market_volume_avg_9,PREV_post_market_volume_avg_9_increment,PREV_post_market_volume_avg_12,PREV_post_market_volume_avg_12_increment,PREV_OPEN_avg_3,PREV_OPEN_avg_3_increment,PREV_OPEN_avg_5,PREV_OPEN_avg_5_increment,PREV_CLOSE_avg_3,PREV_CLOSE_avg_3_increment,PREV_CLOSE_avg_5,PREV_CLOSE_avg_5_increment,PREV_HIGH_avg_3,PREV_HIGH_avg_3_increment,pre_market_price_mean_avg_1,pre_market_price_mean_avg_1_increment,pre_market_price_mean_avg_3,pre_market_price_mean_avg_3_increment,pre_market_price_mean_avg_5,pre_market_price_mean_avg_5_increment,pre_market_price_std_avg_1,pre_market_price_std_avg_1_increment,pre_market_price_std_avg_3,pre_market_price_std_avg_3_increment,PREV_post_market_price_mean_avg_1,PREV_post_market_price_mean_avg_1_increment,PREV_post_market_price_mean_avg_3,PREV_post_market_price_mean_avg_3_increment,PREV_post_market_price_mean_avg_5,PREV_post_market_price_mean_avg_5_increment,PREV_post_market_price_std_avg_1,PREV_post_market_price_std_avg_1_increment,PREV_post_market_price_std_avg_3,PREV_post_market_price_std_avg_3_increment,pre_market_range_change,prev_post_market_range_change,pre_market_spread,prev_post_market_spread,Date,EWO,EWO_lag_1,EWO_lag_2
AAPL,2019-09-23,838810.0,4874729.0,Monday,52.85009486276398,53.06492269024206,52.53630045506858,52.794578552246094,76662000.0,218.7955352953906,218.7291312351857,0.2410252083657373,0.4300933113508046,218.45,217.34,219.92,219.35,53.43664893268685,53.72147526283461,52.492853249204686,52.55561065673828,221652400.0,43948945.0,221.85442304573104,0.2683886724474418,4708489.333333333,-82.18515662631496,3193499.0,-73.73382612613939,2552353.777777778,-67.13582547595283,2192853.5,-61.748014630252314,3929036.6666666665,1018.5679526194292,3954077.4,1011.4841859190719,4828503.333333333,810.1980876061665,4664767.5,842.1465271313094,53.347337923245476,0.1674141820719756,53.14023333799254,0.5577988203570561,53.459982554117836,-1.6916801206660594,53.25223388671875,-1.3081577600338135,53.701362283397145,0.03745338773962917,217.84557397843915,0.4360709743157231,220.5237816575038,-0.7837006735161751,220.4638215654001,-0.7567165706209122,0.1358727684877011,77.39037118946638,0.10262141096341115,134.86834385045915,222.37262067176405,-0.23303121781251424,221.06697255488675,0.35620449393397463,220.27336595923117,0.7177704302173757,0.3152302355334165,-14.859476600241662,0.2373983267166755,13.05415508162024,0.6729228656443117,0.6290731354091177,0.6718601446850307,0.6265369790321758,2019-09-23,0.0250987056868744,0.0262485468892598,0.0278078556989032
AAPL,2019-09-24,1063362.0,6764041.0,Tuesday,53.35216457100263,53.70458061816006,52.42526723714453,52.54354095458984,124763200.0,217.77968570229905,220.83989215046748,0.1994024536204511,0.2556344752114249,217.53,218.72,221.79,221.33,52.85009486276398,53.06492269024206,52.53630045506858,52.794578552246094,76662000.0,4874729.0,218.7291312351857,0.4300933113508046,4682332.0,-77.28990596993123,3110340.8,-65.81204220450698,2561377.4444444445,-58.48475974103691,2147801.25,-50.49067040071794,17247053.666666668,-71.73587388191773,11881861.8,-58.973357188854024,9069382.444444444,-46.25070637542612,7971001.916666667,-38.844212421936966,53.46158901040126,-1.1438009212900704,53.20685365187366,-0.6705128467920848,53.221014658610024,-0.8012551228106691,53.2029914855957,-0.7676503180468414,53.84135989763333,-1.4420832030756427,218.7955352953906,-0.46429173781818034,219.2066913502771,-0.6509863541062291,220.22390661071512,-1.1098799154156618,0.2410252083657373,-17.269046265951925,0.15368766480941243,29.74525565713385,221.85442304573104,-1.4087128701964757,221.740780295328,-1.3581845685449492,220.57857221652836,-0.8384499739744372,0.2683886724474418,60.25017279185998,0.26916514138390363,59.7878942048343,1.9583505723348462,0.9248182571086734,1.9561053117797842,0.9189448102542703,2019-09-24,0.0235106403808006,0.0250987056868744,0.0262485468892598
AAPL,2019-09-25,973613.0,5011684.0,Wednesday,52.753552024265126,53.46562164360832,52.41320564812769,53.3521728515625,87613600.0,221.12791756988025,218.59818277844312,0.1313572485836005,0.7539204801189483,219.9356,216.29,221.35,219.68,53.35216457100263,53.70458061816006,52.42526723714453,52.54354095458984,124763200.0,6764041.0,220.83989215046748,0.2556344752114249,4711291.666666667,-79.33447833662035,3205528.0,-69.6270629986698,2498977.3333333335,-61.039542575549575,2153487.1666666665,-54.7890038505763,17438016.0,-61.21094853909986,12122156.8,-44.201010500045676,8950154.666666666,-24.42542892368638,7967367.916666667,-15.103192538020846,53.2918185585408,0.11323691721187058,53.26575151303746,0.1622300549801191,52.89515177408854,-0.6647316582064225,53.146027374267575,-1.1336433773965437,53.59917478520507,0.19665570109501226,217.77968570229905,1.537439939259614,218.14026499204294,1.3696016083717004,219.6293131940402,0.6823334982230009,0.1994024536204511,-34.12455754750639,0.19210014349129648,-31.620431824637368,218.7291312351857,0.9650113377043584,220.9853916508936,-0.06584123020040271,220.75689438911542,0.03759690567387934,0.4300933113508046,-40.56302005521838,0.3379040731105543,-24.34702758738653,0.6430973430404175,1.1933065106071752,0.6396297742699203,1.1818516910983234,2019-09-25,0.0204364556584696,0.0235106403808006,0.0250987056868744
AAPL,2019-09-26,816814.0,4933769.0,Thursday,53.1035477708213,53.33044533696633,52.82113389056512,53.076995849609375,75334000.0,219.6875432888889,220.06540451172447,0.1383646039442634,0.4377743681899527,219.46,219.4,220.05,221.55,52.753552024265126,53.46562164360832,52.41320564812769,53.3521728515625,87613600.0,5011684.0,218.59818277844312,0.7539204801189483,958595.0,-14.79050068068371,3216794.2,-74.60782539336834,2364666.888888889,-65.45754483060381,2153914.0833333335,-62.077688877175504,18529238.333333332,-72.95256334965379,12675986.2,-60.46316301606576,9089249.333333334,-44.86140916367572,8253687.083333333,-39.27945232961289,53.21296945548449,-0.8633561252462932,53.31740529299408,-1.05754071420097,52.63124338785807,1.3697747142161314,53.0002326965332,0.6640351129105847,53.49699285707891,-0.05864107830209394,221.12791756988025,-0.6513760437038352,219.2343795225233,0.20670287541239438,219.30553546460214,0.17418977750719145,0.1313572485836005,5.334578362611749,0.19059497018992963,-27.403853414189367,220.83989215046748,-1.0150835296084049,220.47448214379475,-0.8510279045027507,220.95827285432742,-1.0681157330733901,0.2556344752114249,194.92128536083064,0.31803881966989045,137.0529738795669,0.26884170236034055,1.5673401451754658,0.2685632472225128,1.550790567841041,2019-09-26,0.0179679109848828,0.0204364556584696,0.0235106403808006
AAPL,2019-09-27,536102.0,3497792.0,Friday,53.233883887799145,53.33526661530435,52.44698729609294,52.8187141418457,101408000.0,218.8139410357143,220.5598060886508,0.0609724383086387,0.1868315657065846,218.55,219.7,219.26,220.89,53.1035477708213,53.33044533696633,52.82113389056512,53.076995849609375,75334000.0,4933769.0,220.06540451172447,0.4377743681899527,951263.0,-43.64313549460034,3184860.4,-83.16717429749825,2184454.888888889,-75.45831673032693,2158848.8333333335,-75.1672283986535,5550151.333333333,-11.105685166302367,12817954.6,-61.508921243955726,8929976.222222222,-44.750479987591355,8189574.666666667,-39.75549157538666,52.985270486010585,0.22322672645776984,53.19623445417803,-0.17423542156272318,52.89676411946615,0.3407235454633435,52.91623382568359,0.3038047349616105,53.41170831733681,-0.15214450713254063,219.6875432888889,-0.3976567082940201,219.53171552035607,-0.3269570790445647,219.0472511669796,-0.10651132576297913,0.1383646039442634,-55.93349991938699,0.156374768716105,-61.00877474720181,218.59818277844312,0.6711957595587285,219.38906872136545,0.308281444604698,220.47884997631826,-0.18752159884642022,0.7539204801189483,-41.93361505169833,0.4798827555603926,-8.774724009673367,0.32486845115533264,0.9799453053783069,0.32447658345685343,0.976982277050939,2019-09-27,0.0160229886845467,0.0179679109848828,0.0204364556584696
AAPL,2019-09-30,1348756.0,5621990.0,Monday,53.32077964735439,54.20905894840177,53.294227730343565,54.06181716918945,103909600.0,224.07805662057208,220.7907727722772,0.1630821394723259,0.3870550875960609,223.1672,218.82,224.64,221.4,53.233883887799145,53.33526661530435,52.44698729609294,52.8187141418457,101408000.0,3497792.0,220.5598060886508,0.1868315657065846,775509.6666666666,73.91865736468363,845740.2,59.476397125263766,2104621.6666666665,-35.91456263318902,2068110.4166666667,-34.78317264249874,5569831.333333333,-37.2011145280641,13106633.6,-73.31281161319716,8999281.333333334,-61.13254080585102,8105073.833333333,-56.844415338762175,53.06975478869635,0.30927050587720684,53.09920163230798,0.2536427127921583,52.99090321858724,-0.32494082244882605,52.86457977294922,-0.08676060852182631,53.5002158662449,-0.3083151128827949,218.8139410357143,2.405749633657297,219.87646729816115,1.9108863145019601,219.24092457843463,2.206308904890129,0.0609724383086387,167.46862024250072,0.1102314302788342,47.945226746857955,220.06540451172447,0.22466119925723324,219.83449314687834,0.3299359128723441,220.01740674431034,0.24652565102305438,0.4377743681899527,-57.32240640787873,0.4824431078401086,-61.27386573247423,0.6599536132549847,0.541647701411014,0.6572709627225336,0.5395362015877428,2019-09-30,0.0154333461353168,0.0160229886845467,0.0179679109848828
AAPL,2019-10-01,1542823.0,4885624.0,Tuesday,54.32733647750223,55.08768113804096,54.11733361218703,54.21147155761719,139223200.0,224.5911091339984,225.08499066882416,0.1955122143088909,0.196569551714777,224.28,223.42,226.0279,225.59,53.32077964735439,54.20905894840177,53.294227730343565,54.06181716918945,103909600.0,5621990.0,220.7907727722772,0.3870550875960609,900557.3333333334,71.31868709451035,947729.4,62.79150989723438,2189213.888888889,-29.52616426241282,1998639.5,-22.80633901211299,4481081.666666667,25.46055658436634,5016403.0,12.072136150145832,8979785.555555556,-37.392825639117596,7937207.416666667,-29.169168639906506,53.03032789429519,0.547708763253654,53.05864862333044,0.49404014392611045,53.082627614339195,1.8446516287105383,52.9172004699707,2.1630333597641758,53.37711119862633,1.558622658838922,224.07805662057208,0.2289615150916185,220.8598469817251,1.689425308975263,220.29742884347093,1.9490378589839499,0.1630821394723259,19.885730553631973,0.12080639390840935,61.839293421108636,220.5598060886508,0.10471839258580597,219.7411311262728,0.4776719044925793,219.75848335289433,0.46973814327121277,0.1868315657065846,107.16793017938066,0.45950880467182853,-15.767645002474447,0.7793383270911303,1.1790512750205706,0.7782587684524648,1.1685270935941763,2019-10-01,0.0162801673756475,0.0154333461353168,0.0160229886845467
AAPL,2019-10-02,1041513.0,6171299.0,Wednesday,53.84217102356307,53.96768953552069,52.60389162216772,52.852516174316406,138449200.0,218.8894180724904,223.02756518820425,0.3023502467748341,0.2283380037010075,218.05,222.5,220.85,224.59,54.32733647750223,55.08768113804096,54.11733361218703,54.21147155761719,139223200.0,4885624.0,225.08499066882416,0.196569551714777,1142560.3333333333,-8.843938511197507,1043621.6,-0.20204641222450523,2258718.4444444445,-53.88920639658693,1923981.25,-45.866780146636046,4684517.0,4.293014626694705,5165855.2,-5.424681667422659,9160574.0,-46.66683550615933,7868611.416666667,-37.90995969566295,53.21940376865828,2.0818209720275473,53.15278558024852,2.209763579521918,53.319175720214844,1.6734989342006061,53.170648193359376,1.9575149064814341,53.62492363355748,2.7277568066653948,224.5911091339984,-2.5386984745269614,222.4943689300949,-1.6202436380478196,221.65971352981077,-1.24979655220379,0.1955122143088909,54.64519587361899,0.13985559736328515,116.18744796424356,220.7907727722772,1.944926340276008,220.47199445755084,2.092327518795818,220.1708116603126,2.231984781022347,0.3870550875960609,-49.21406331702291,0.3372203404975327,-41.708868621400605,1.2841091492776808,0.9712648822844937,1.279184724714603,0.9640802763222968,2019-10-02,0.0177941071509374,0.0162801673756475,0.0154333461353168
AAPL,2019-10-03,786204.0,5194490.0,Thursday,52.72457818852778,53.33527235801911,51.928027942473314,53.30147933959961,114426000.0,220.70877598702,218.35811572052404,0.1329258130657629,0.2786740060391085,218.5933,217.96,221.15,219.8,53.84217102356307,53.96768953552069,52.60389162216772,52.852516174316406,138449200.0,6171299.0,223.02756518820425,0.2283380037010075,1311030.6666666667,-40.03160871904344,1057201.6,-25.633483717769636,2265944.0,-65.30346734076394,1906223.9166666667,-58.75594713055528,4668468.666666667,32.19107678849152,4790171.8,28.83251911758155,9225438.666666666,-33.10563082167438,7916578.166666667,-22.045878028657544,53.627333337551924,0.40061228601256293,53.34781996154844,0.9266565388631508,53.69733428955078,-1.5732961913507357,53.504234313964844,-1.2180683417019504,54.21066890058236,-0.4482131838426022,218.8894180724904,0.831176733233893,222.51952794235362,-0.8137496839390708,221.2120136303328,-0.2274911000782021,0.3023502467748341,-56.03581790202564,0.22031486685201696,-39.665527358601864,225.08499066882416,-0.914066048787357,222.1451898432507,0.39720659518946283,221.01983136398394,0.9083953289756594,0.196569551714777,16.161430755220234,0.2568187350058075,-11.089818390451901,1.1696149881995497,0.9393258426966308,1.1584043219696742,0.937103894864446,2019-10-03,0.0161931172753728,0.0177941071509374,0.0162801673756475
AAPL,2019-10-04,2184067.0,4833413.0,Friday,54.46492706842939,54.911481082685206,54.04251250262735,54.79561614990234,138478800.0,226.98667883838385,225.08661671677143,0.1534094406894755,0.8187308109774901,218.19,220.82,227.46,226.36,52.72457818852778,53.33527235801911,51.928027942473314,53.30147933959961,114426000.0,5194490.0,218.35811572052404,0.2786740060391085,1123513.3333333333,94.39617984061903,1051079.6,107.79273044591481,994221.8888888889,119.67601240814005,1922788.75,13.58850523750984,5559637.666666667,-6.567832088338137,5022094.8,3.432734881866431,9523319.222222222,-45.45504693490795,8124748.583333333,-36.065837032105904,53.8300957161399,-2.0537164441278413,53.56554376140802,-1.569974864114285,53.70860163370768,-0.7580206553963962,53.404302978515624,-0.19253811618397082,54.421476540654474,-1.9959109007708309,220.70877598702,2.844428284869404,221.3964343978363,2.524992986337904,221.41626016995906,2.5158128242925524,0.1329258130657629,15.409819320479665,0.2102627580498293,-27.039176070771582,223.02756518820425,-2.0936647287252783,222.96777620976854,-2.0674110706058824,221.9057078459362,-1.5986934990762716,0.2283380037010075,22.04451362551652,0.2706542143372818,2.963113551164832,4.248590677849585,0.8441915947880361,4.083940100555556,0.8426524445535216,2019-10-04,0.0154097619808784,0.0161931172753728,0.0177941071509374
AAPL,2019-10-07,880301.0,3323097.0,Monday,54.61699366730349,55.50044069816068,54.513198466013634,54.80768203735352,122306000.0,227.1469972837022,226.35252170062003,0.1217158212385942,0.2817027345625857,226.75,225.66,229.2,227.17,54.46492706842939,54.911481082685206,54.04251250262735,54.79561614990234,138478800.0,4833413.0,225.08661671677143,0.8187308109774901,1337261.3333333333,-34.17135618467993,1380672.6,-36.24114797382088,1143694.888888889,-23.030083586784126,2028354.1666666667,-56.60023212579986,5417137.666666667,-10.775518411845178,5074239.0,-4.746051575418502,5217268.666666667,-7.357406551039547,8224714.916666667,-41.233063407395306,53.631361896531025,1.554249495857536,53.48974984494932,1.8231104581846278,53.45515569051107,2.507635497597502,53.44919967651367,2.5190582488371644,54.13021434386025,1.4433098931808852,226.98667883838385,0.07062901053876422,222.1949576326314,2.22869128257101,223.05080773049295,1.8364378927327567,0.1534094406894755,-20.659497426259517,0.19622850017669083,-37.97240404477579,218.35811572052404,3.081406419928619,222.15689052585083,1.3187644929607496,221.5642500876961,1.5897720989199084,0.2786740060391085,193.7951847803814,0.234527187151631,249.09846526584084,1.0804851157662574,2.5088307218549137,1.0785966925814061,2.4612747220644637,2019-10-07,0.0174157422974319,0.0154097619808784,0.0161931172753728
