Datetime,Close,High,Low,Open,Volume,pct_change,log_change,SMA_3,SMA_12,SMA_20,SMA_48,SMA_50,SMA_288,wma_12,ema_12,ema_20,ema_26,lsma_25,vwma_20,pwma_12,hwma_12,macd_12,macd_24,rsi_12,rsi_24,rsi_36,wrsi_12,strength_line,signal_line,fi_12,kline,dline,atr_12,atr_24,atr_36,aroon_up,aroon_down,roc_12,psar,Upperband_12,Lowerband_12,Upperband_24,Lowerband_24,Upperband_36,Lowerband_36,MOM10,OBV,VWAP,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components,enc1,enc2,enc3,enc4,enc5,enc6,enc7,enc8,enc9,enc10
2024-12-19 18:55:00,251.32260131835932,251.3500061035156,250.83999633789065,250.8598022460937,237782,0.0018440592636618143,0.0018423610737657973,251.01253255208334,250.63313166300455,250.5277244567871,250.55387242635092,250.46171752929686,251.59888309902615,250.79142467792218,250.75766439214385,250.68931515915347,250.6605036018913,250.5337706580529,250.49456544764774,250.66588202269946,250.6138143853827,0.09716079025255908,0.008182112175916245,80.1066935338028,50.06787626347934,59.19447357902017,61.90496777400242,0.011377140396724146,0.04853598221387451,12021.495657601909,98.3187298734349,92.14192907765471,0.42032966022800594,0.5000619142076472,0.5279407095232058,0.0,11.11111111111111,0.005692706909245459,250.38607142792264,251.33055913422768,249.9357041917814,251.5449148040087,249.77753392646005,251.85937561414474,249.58450595052543,0.7026062011718182,1299716.0,250.61671901388635,252.99950553884233,253.026564953304,249.87335832064687,249.8944190317973,250.75269100025528,250.5761426895658,-0.38636878,-0.74001396,2.046568,-0.045220774,-0.53730327,-1.2166293,1.2796642,-1.2014056,1.3734177,-0.28154513
2024-12-19 19:00:00,251.19500732421875,251.4499969482422,251.009994506836,251.3300018310547,215553,-0.0005076900902316393,-0.0005078190084810453,251.12586975097656,250.74104944864908,250.54972457885742,250.59376843770346,250.52941772460937,251.60328727298312,250.87786708733975,250.82494792015538,250.7374763177311,250.70009647021183,250.64742394080528,250.50339294708292,250.723148117417,250.75193359039645,0.12485144994354869,0.010694972667494085,73.32406991158966,46.86387709072539,58.815202798460895,59.1378781959639,0.01886408824214896,0.06378577531469785,25751.515257516876,85.26067897368955,89.55140755554017,0.42196905865952156,0.4975594361742533,0.5254979798532888,11.11111111111111,0.0,0.004177547284557552,250.4439075084582,251.34593883945143,250.13616005784672,251.52631568199172,249.7861334553781,251.85531329089733,249.6727357542416,0.81500244140625,1084163.0,250.7436202103442,253.03459359846246,253.03245689956086,249.86000806295982,249.8752655292752,250.82723976134648,250.63806171373417,0.8151989,-0.89889014,0.6707486,-1.2157568,0.07285589,-0.5836767,0.05022501,-0.4242886,0.6889435,-0.4788668
2024-12-19 19:05:00,251.02999877929688,251.2400054931641,250.9600067138672,251.17999267578125,185946,-0.0006568942061372167,-0.000657110055668313,251.18253580729166,250.81438318888345,250.57222442626954,250.62428919474283,250.5762176513672,251.60787057876587,250.92232083051633,250.85649420617716,250.765335599785,250.7245336782922,250.75039879432092,250.5191503776837,250.7768545897875,250.83814197582203,0.1319605278849565,0.011794351500526545,60.59325374923185,47.687417427929326,56.89593306520893,55.62979458281011,0.026037808074459753,0.0690801270683245,17601.04201634663,75.72258923767608,86.43399936160017,0.41013820204597007,0.48849440880436373,0.5186785576156114,22.22222222222222,44.44444444444444,0.0016359575057754718,250.52439466364092,251.32011187957696,250.30865449818995,251.44018429626573,249.82976529886776,251.82551266013337,249.78142517216912,0.3300018310546875,898217.0,250.8345684385104,253.06952162670774,253.0383513032729,249.84760424105684,249.85711548575628,250.8941605040848,250.70064195319094,0.69060636,0.36125743,1.2586042,0.2755468,0.12310373,0.8394729,-0.23745537,-2.129036,-1.8493294,0.17266308
2024-12-19 19:10:00,250.8800048828125,251.0388946533203,250.7899932861328,251.02999877929688,165623,-0.0005975138318677529,-0.000597692414397992,251.03500366210938,250.8360506693522,250.5877243041992,250.62697664896646,250.6082177734375,251.6119678285387,250.9324164757362,250.86011123335183,250.77625648388286,250.73605006381223,250.85138925405647,250.52882645741514,250.83485883721556,250.8423036009401,0.12406116953960122,0.011772114222083019,63.54855781952981,47.25123494430854,53.11587970604947,52.539191077225354,0.03184699587965943,0.06670212271085749,7253.255591074507,67.05240039866993,76.01188953667851,0.39670179914109754,0.47851136540366107,0.5111847467703862,33.333333333333336,33.333333333333336,0.0019969645748430243,250.59844284640903,251.32872035367419,250.34338098503022,251.3850646875698,249.85155208285664,251.797010813024,249.87034419457146,0.0500030517578125,732594.0,250.85763463572277,253.10428903057152,253.04425115694005,249.83615200519867,249.8400635487354,250.95032421420095,250.76056611403482,-0.4536282,0.22572939,0.6098499,-0.9381823,1.2338836,0.87931037,-2.0401454,0.78825855,1.1370391,-0.4682378
2024-12-19 19:15:00,251.0019989013672,251.0399932861328,250.8600006103516,250.8950042724609,137910,0.00048626441398417385,0.0004861462257563635,250.97066752115884,250.88788350423178,250.62132415771484,250.63035170237222,250.63695770263672,251.61902337604099,250.95794697296927,250.8819401053542,250.7977557617385,250.7557499777052,250.95606529822717,250.5553385260067,250.90068416331766,250.88173449170458,0.12619012764901072,0.012406338195745548,59.16703720171991,52.3969732419186,49.19057129900328,54.768793952104325,0.03724418680083109,0.06962733232786104,12006.0355008442,72.5152822893946,71.76342397524687,0.37864270552777457,0.46607308666939273,0.5019849670206872,44.44444444444444,22.22222222222222,0.0012046348496260622,250.6665671745557,251.30240796936351,250.47335903910005,251.35900503773308,249.86278654755336,251.8023758835241,249.9014238940367,0.332000732421875,870504.0,250.90180184909698,253.1388952216713,253.0501594286219,249.825656189046,249.8242040335264,250.99279818905356,250.81437305973364,-0.9359999,-1.6334469,0.14428417,-0.7352366,-0.17678222,-2.1482596,-0.09800964,0.4508271,-0.5158315,-0.32050064
2024-12-19 19:20:00,250.7899932861328,250.97999572753903,250.6499938964844,250.97999572753903,180662,-0.0008446371589163477,-0.0008449940658668731,250.89066569010416,250.895383199056,250.65647888183594,250.64618492126465,250.6377374267578,251.62489138709174,250.94288693941556,250.8677944408586,250.79701647834747,250.7582865190702,251.02333575908955,250.6052745932834,250.9593994914112,250.85777760599996,0.10950792178840629,0.011616754449278233,48.84316043979309,52.02334744765944,48.443177499049774,50.289902278942456,0.04079660907964682,0.06211114275254122,3306.605531056603,59.5087200322028,66.35880090675577,0.3745892993216793,0.4604034510187776,0.4972076576882967,55.55555555555556,11.11111111111111,-0.00015950462317032777,251.4499969482422,251.29915615026604,250.49161024784595,251.3617158304663,249.86299145509687,251.78843610973152,249.89647413468035,0.0999908447265625,689842.0,250.91140582650078,253.17333961626423,253.05607906145678,249.8161213093533,249.8096305889317,251.01893017836392,250.85857856631964,0.46226972,-0.36723503,0.26058364,-1.184974,1.1607316,1.0665696,-0.55347884,1.5160606,2.255635,-0.12436396
2024-12-19 19:25:00,250.5200042724609,250.8000030517578,250.2902069091797,250.77999877929688,262700,-0.001076554172414152,-0.0010771340730909055,250.77066548665366,250.8695500691732,250.68197937011718,250.6593100229899,250.63133758544922,251.63154072231717,250.88513633532398,250.8142882611051,250.77063436350113,250.74063598228432,251.01950763408954,250.63539208626048,250.99175483949725,250.8005852332482,0.07365227882078784,0.009275371150465617,45.92231237658987,49.5411893514484,44.176603648206466,45.15926263561238,0.04114067679058516,0.0432050830562152,-5241.594694774097,42.94487142281918,58.32295791480553,0.38585653625971644,0.46246147983375047,0.4975573378241253,66.66666666666667,100.0,-0.0005983719534848813,251.43399688720703,251.32332100861365,250.41577912973273,251.36003082456563,249.85967666444805,251.77735945480867,249.8786625110659,-0.09999084472659092,427142.0,250.87461382700656,253.2076216352632,253.06201297318634,249.80755156576004,249.79643586406647,251.02642613539854,250.8898019080512,-0.50521755,0.6940769,-0.87792385,1.3683201,-1.0272479,0.8694811,0.39628637,-1.5637583,0.44866133,0.09971646
2024-12-19 19:30:00,250.3500061035156,250.5200042724609,250.3300018310547,250.509994506836,172689,-0.0006785812152566693,-0.0006788115556985328,250.55333455403647,250.8428840637207,250.70097961425782,250.67451858520508,250.63773773193358,251.63744354248047,250.8052064944536,250.74286023686057,250.7305745292168,250.71170043570885,250.9782180081881,250.6827274182482,250.9810104018532,250.7679047636933,0.031159801151716238,0.006218497732390915,41.45392899880227,50.18594109454178,42.605780594428744,42.20186910109584,0.03808805238711012,0.019772305966259864,-5258.260233561939,16.70537395865615,39.71965513789271,0.36953536168859186,0.45110901989927005,0.4890141462569614,77.77777777777777,100.0,-0.001356242110094202,251.40863713378906,251.37181262148226,250.31395550595914,251.35793096378015,249.84344309017493,251.7365455146414,249.85892109912814,-0.5049896240234375,254453.0,250.8508839320725,253.24174070425155,253.06796405568386,249.79995084067838,249.7847111774476,251.013419512241,250.90489359698856,-1.9979777,1.4829059,1.4865317,0.08890437,-0.22169177,-0.04452313,-0.57280433,-0.19739637,0.5875384,-0.83844876
2024-12-19 19:35:00,250.34500122070312,250.47000122070312,250.22000122070312,250.35499572753903,209435,-1.999154260216851e-05,-1.999174243567801e-05,250.4050038655599,250.81413396199545,250.68547973632812,250.68753941853842,250.6468377685547,251.6422963142395,250.72860913398935,250.68165115745174,250.6938532617393,250.6845375308936,250.93749727689303,250.6671360810503,250.93583992109868,250.75011569851048,-0.0028863734418678177,0.0035479855285700523,42.85431072765294,52.510187666764985,42.56469369302174,42.11329235900245,0.03268368311022038,0.00025746744888193845,-5609.81313069686,13.672126457334954,24.440790612936762,0.35957408154787585,0.44272947740346713,0.48237486441649025,88.88888888888889,100.0,-0.0010972544164155398,251.35531916210937,251.40683736516505,250.22143055882586,251.35768554913446,249.844938453958,251.68145687634242,249.84817653972746,-0.5149993896484659,45018.0,250.81586506061618,253.2756962534986,253.0739351744868,249.7933226992782,249.7745461894473,250.97853024782378,250.90105945415525,-1.5875313,0.015698615,0.6770977,-0.19156729,0.4688986,0.69181603,-0.17848682,0.06601756,0.045783035,-2.5033765
2024-12-19 19:40:00,250.33999633789065,250.41000366210932,250.159896850586,250.33999633789065,186723,-1.999194227193414e-05,-1.9992142113521032e-05,250.34500122070312,250.79080073038736,250.70747985839844,250.69024753570557,250.66123779296876,251.64642826716104,250.65566488412713,250.62908887751925,250.66015260232513,250.65901596104155,250.87889850323018,250.70136926670045,250.8686858849591,250.74911490639485,-0.02992708352229556,0.0012224210981059969,34.801091587034904,53.254970425778296,40.619972006104184,42.01708628107771,0.025690394828486562,-0.01626933486191635,-4730.270192463996,13.960117329799235,14.779205915263447,0.3504518090458298,0.4347035329917945,0.4759229740583467,100.0,100.0,-0.002052976414341521,251.28449372679688,251.4322769683332,250.1493244924415,251.3459786918005,249.8777367724736,251.62080622585063,249.84260489339852,-0.9826049804686647,-141705.0,250.79142058905396,253.30948771797458,253.07992916833408,249.78767038956815,249.76602857919542,250.92091186179627,250.87597623978004,0.21880902,-0.80889,-0.42501593,-0.2925536,0.8784316,-0.39975062,-0.68781286,-1.9847603,-0.4556909,1.2303189
