Datetime,Close,High,Low,Open,Volume
2024-12-16 14:30:00,924.510009765625,928.9400024414062,923.1099853515624,923.760009765625,129021
2024-12-16 14:35:00,928.4299926757812,928.7169799804688,924.3099975585938,924.85498046875,50341
2024-12-16 14:40:00,925.5549926757812,928.469970703125,923.1500854492188,928.469970703125,33297
2024-12-16 14:45:00,925.5,927.0,924.4099731445312,925.6799926757812,41259
2024-12-16 14:50:00,923.2899780273438,925.75,922.1900024414062,925.2349853515624,55089
2024-12-16 14:55:00,923.5750122070312,923.989990234375,921.8444213867188,922.8400268554688,25216
2024-12-16 15:00:00,922.8099975585938,924.614990234375,922.6522216796876,923.3900146484376,44418
2024-12-16 15:05:00,921.8400268554688,923.6699829101562,921.3800048828124,923.0,27551
2024-12-16 15:10:00,923.5549926757812,923.9299926757812,922.2100219726562,922.2100219726562,20221
2024-12-16 15:15:00,922.280029296875,923.5449829101562,921.5800170898438,923.3099975585938,18824
2024-12-16 15:20:00,923.72998046875,923.72998046875,920.510009765625,922.1201171875,25098
2024-12-16 15:25:00,923.2999877929688,923.9288940429688,922.7050170898438,923.280029296875,18317
2024-12-16 15:30:00,923.5,923.8400268554688,922.8200073242188,923.47998046875,19083
2024-12-16 15:35:00,923.3099975585938,924.0,923.2100219726562,923.8900146484376,30884
2024-12-16 15:40:00,921.0999755859376,923.3300170898438,921.0999755859376,923.1699829101562,19389
2024-12-16 15:45:00,921.9500122070312,922.7199096679688,921.1326904296876,922.1099853515624,28506
2024-12-16 15:50:00,920.5599975585938,922.2999877929688,920.0999755859376,921.7899780273438,33404
2024-12-16 15:55:00,921.0850219726562,921.6099243164062,919.7000122070312,920.5599975585938,15958
2024-12-16 16:00:00,920.4199829101562,921.5499877929688,919.989990234375,921.1500244140624,30963
2024-12-16 16:05:00,921.72998046875,922.780029296875,920.2006225585938,920.989990234375,20994
2024-12-16 16:10:00,921.85498046875,922.4210205078124,921.6900024414062,922.239990234375,12683
2024-12-16 16:15:00,920.8099975585938,921.75,920.8099975585938,921.4578247070312,9262
2024-12-16 16:20:00,922.0999755859376,922.4500122070312,920.9500122070312,921.6500244140624,14295
2024-12-16 16:25:00,922.4450073242188,923.1099853515624,922.239990234375,922.5999755859376,19187
2024-12-16 16:30:00,922.5499877929688,923.27001953125,921.6599731445312,922.489990234375,12163
2024-12-16 16:35:00,921.4600219726562,922.3300170898438,921.2901000976562,922.3300170898438,14329
2024-12-16 16:40:00,920.489990234375,921.844970703125,920.0800170898438,921.2899780273438,15265
2024-12-16 16:45:00,919.9249877929688,920.989990234375,919.7705078125,920.4299926757812,20424
2024-12-16 16:50:00,920.6268920898438,921.219970703125,919.5499877929688,919.719970703125,32842
2024-12-16 16:55:00,920.5999755859376,921.6627807617188,919.5,919.739990234375,47183
2024-12-16 17:00:00,921.010009765625,921.760009765625,920.823974609375,920.823974609375,10316
2024-12-16 17:05:00,921.3400268554688,921.9099731445312,921.3300170898438,921.760009765625,18278
2024-12-16 17:10:00,923.219970703125,923.8298950195312,921.530029296875,921.5850219726562,25197
2024-12-16 17:15:00,923.760009765625,923.760009765625,922.8800048828124,922.9600219726562,11155
