SYM_ROOT,DATE,pre_market_volume,post_market_volume,DAY_OF_WEEK,OPEN,HIGH,LOW,CLOSE,VOLUME,DIFF_O&C,DIFF_H&L,PREV_POST_MARKET_VOLUME
BABA,2019-01-03,443031.0,1722258.0,Thursday,129.6707988390963,130.25023795175144,125.38288161928006,126.1265106201172,19531300.0,-3.544288218979105,4.867356332471388,1890014.0
BABA,2019-01-04,957115.0,1700278.0,Friday,129.66113478585592,136.2475337511935,129.08169566049227,134.9630889892578,22845400.0,5.301954203401891,7.1658380907012145,1722258.0
BABA,2019-01-07,489401.0,1930611.0,Monday,135.73569213903366,139.14477657271638,134.2484340728206,138.19834899902344,17239000.0,2.462656859989778,4.8963424998957805,1700278.0
BABA,2019-01-08,262393.0,1849417.0,Tuesday,140.03326757123082,142.49592453436364,137.19396999511002,141.76194763183594,16487600.0,1.7286800606051145,5.3019545392536145,1930611.0
BABA,2019-01-09,671883.0,1910673.0,Wednesday,144.75575268420917,148.09724229791087,143.41336554231526,146.71621704101562,20214100.0,1.9604643568064546,4.683876755595605,1849417.0
BABA,2019-01-10,590128.0,2513679.0,Thursday,144.67850170955393,146.82246042819077,143.78036440813474,146.49411010742188,14221100.0,1.8156083978679476,3.0420960200560216,1910673.0
BABA,2019-01-11,465277.0,1779478.0,Friday,146.62932054693007,148.12623085177097,144.9972062960076,146.1367950439453,9589400.0,-0.49252550298476194,3.1290245557633796,2513679.0
BABA,2019-01-14,180098.0,1914167.0,Monday,143.41338385999,145.41248658713596,141.52051385848165,144.15701293945312,13356700.0,0.7436290794631191,3.8919727286543093,1779478.0
BABA,2019-01-15,150276.0,2998449.0,Tuesday,145.51869191671648,148.8891528858788,144.82722878016145,145.71185302734375,15003100.0,0.1931611106272726,4.061924105717338,1914167.0
BABA,2019-01-16,338157.0,2078253.0,Wednesday,147.57574456804306,150.06737271599076,146.31061880284133,149.5362091064453,14810800.0,1.960464538402249,3.7567539131494243,2998449.0
BABA,2019-01-17,170988.0,1402390.0,Thursday,146.89971987547025,153.11913050490875,146.6969066001085,150.62750244140625,16153200.0,3.727782565935996,6.422223904800262,2078253.0
BABA,2019-01-18,693521.0,4736556.0,Friday,153.02255113999166,154.02693589112118,149.4299724842671,151.64154052734375,19611400.0,-1.3810106126479127,4.596963406854087,1402390.0
BABA,2019-01-22,840312.0,3683715.0,Tuesday,149.1112690824793,150.11565379828374,145.06190019217553,146.93833923339844,21295000.0,-2.172929849080873,5.0537536061082164,4736556.0
BABA,2019-01-23,438463.0,3131462.0,Wednesday,149.35271553062452,149.86456008309756,145.77945582493786,146.8224639892578,10195800.0,-2.5302515413667095,4.085104258159703,3683715.0
BABA,2019-01-24,446689.0,2345402.0,Thursday,146.28164362412994,150.65647469107708,146.0305548046495,150.52127075195312,10997900.0,4.239627127823184,4.6259198864275675,3131462.0
BABA,2019-01-25,1042470.0,1755293.0,Friday,153.4668038192464,155.00233745738805,152.03748816601603,153.75653076171875,16451800.0,0.2897269424723561,2.964849291372019,2345402.0
BABA,2019-01-28,446862.0,1644132.0,Monday,152.39482415717237,154.2200847343104,149.98045753470805,153.47645568847656,10141100.0,1.0816315313041969,4.239627199602353,1755293.0
BABA,2019-01-29,640392.0,6633245.0,Tuesday,153.59233386879288,154.8816120728259,150.57920917099494,151.50633239746094,18348200.0,-2.08600147133194,4.302402901830959,1644132.0
BABA,2019-01-30,2657972.0,3146125.0,Wednesday,155.76525811915593,162.0909011131905,155.00232481114483,161.10585021972656,36997700.0,5.340592100570632,7.088576302045681,6633245.0
BABA,2019-01-31,1091547.0,3675227.0,Thursday,162.05227570434164,163.9161594916774,160.0242020340286,162.71864318847656,21219500.0,0.6663674841349234,3.8919574576488003,3146125.0
BABA,2019-02-01,169281.0,1396266.0,Friday,162.24543240139383,163.59747177695584,161.88811086702185,162.21646118164062,10771500.0,-0.028971219753202604,1.7093609099339915,3675227.0
BABA,2019-02-04,334490.0,903894.0,Monday,160.6229860192309,161.8108502439065,159.93729943040856,160.98995971679688,7380400.0,0.36697369756598164,1.8735508134979284,1396266.0
BABA,2019-02-05,283086.0,733827.0,Tuesday,162.77659663284084,166.06012926423574,162.24543304172943,165.94424438476562,12801800.0,3.1676477519247896,3.8146962225063135,903894.0
BABA,2019-02-06,184461.0,2062398.0,Wednesday,165.97320197351812,167.1610660989015,164.1672606481824,165.6448516845703,11267800.0,-0.32835028894780294,2.993805450719094,733827.0
BABA,2019-02-07,433024.0,837890.0,Thursday,163.3656979161878,163.80028093769553,158.70693138003827,161.24105834960938,11911100.0,-2.1246395665784235,5.0933495576572625,2062398.0
BABA,2019-02-08,182911.0,866760.0,Friday,158.21828050746083,161.9074251658836,158.1410190046503,161.6273651123047,8331500.0,3.409084604843855,3.7664061612333057,837890.0
BABA,2019-02-11,409651.0,776952.0,Monday,163.06631798676432,164.4956188171,161.71426391601562,161.71426391601562,7260300.0,-1.352054070748693,2.78135490108437,866760.0
BABA,2019-02-12,330873.0,1101045.0,Tuesday,163.79063574478585,164.65014966339984,162.83454126789533,162.93112182617188,8594400.0,-0.8595139186139704,1.815608395504512,776952.0
BABA,2019-02-13,564515.0,1029465.0,Wednesday,164.09001335670075,165.1909639248971,163.2015282258865,163.59747314453125,8661800.0,-0.4925402121695015,1.9894356990105848,1101045.0
BABA,2019-02-14,471432.0,1589628.0,Thursday,161.89776892690634,162.72831164104747,160.90305104947416,162.6124267578125,8722100.0,0.7146578309061624,1.8252605915733113,1029465.0
BABA,2019-02-15,176982.0,2580824.0,Friday,162.83452904646768,162.98905203366283,159.74414298318004,160.4587860107422,12099500.0,-2.375743035725492,3.2449090504827893,1589628.0
BABA,2019-02-19,482265.0,1791053.0,Tuesday,161.26036752736135,165.28752919054517,160.79681327286963,164.3507537841797,12982300.0,3.0903862568183342,4.490715917675544,2580824.0
BABA,2019-02-20,408669.0,1210338.0,Wednesday,165.14268518029388,166.76513255784795,164.76604455792418,164.8626251220703,12454900.0,-0.28006005822356883,1.9990879999237734,1791053.0
BABA,2019-02-21,81680.0,1161863.0,Thursday,165.1426635413083,165.89594468734373,163.98377060403254,165.78005981445312,8434800.0,0.637396273144816,1.9121740833111858,1210338.0
BABA,2019-02-22,129427.0,2459434.0,Friday,166.88102235716025,170.95647435728822,166.61061447682113,170.85989379882812,16175600.0,3.978871441667877,4.3458598804670885,1161863.0
BABA,2019-02-25,522444.0,1196348.0,Monday,175.0512271571719,177.4269703279083,174.5393826271081,176.9730682373047,22831800.0,1.9218410801327934,2.8875877008001964,2459434.0
BABA,2019-02-26,1006262.0,1388566.0,Tuesday,173.63157822878355,178.03539519186438,173.2259664169453,177.2531280517578,13871000.0,3.6215498229742593,4.80942877491907,1196348.0
