SYM_ROOT,DATE,pre_market_volume,post_market_volume,DAY_OF_WEEK,OPEN,HIGH,LOW,CLOSE,VOLUME,DIFF_O&C,DIFF_H&L,PREV_POST_MARKET_VOLUME
BA,2019-01-03,111876.0,1250723.0,Thursday,310.44742809820144,310.690352319294,300.6430100933666,302.1005554199219,5705600.0,-8.346872678279567,10.047342225927366,1073636.0
BA,2019-01-04,106006.0,1330134.0,Friday,307.7266861915052,319.14412449039554,307.13393567684506,317.8226013183594,4448800.0,10.095915126854152,12.010188813550485,1250723.0
BA,2019-01-07,23240.0,1366162.0,Monday,321.1652181576358,321.3304196626068,314.19816865361446,318.82342529296875,4030300.0,-2.3417928646670703,7.132251008992341,1330134.0
BA,2019-01-08,114151.0,1043240.0,Tuesday,324.65363024053977,331.5915601953921,323.2349610992613,330.8919372558594,4736500.0,6.238307015319606,8.356599096130822,1366162.0
BA,2019-01-09,118443.0,962817.0,Wednesday,333.2531392377907,337.37315399527546,331.2222964049504,334.0985107421875,4213900.0,0.8453715043967804,6.150857590325074,1043240.0
BA,2019-01-10,158637.0,1081038.0,Thursday,336.70264795513714,343.4656489843282,333.29198289748496,342.6299743652344,5358100.0,5.927326410097237,10.173666086843241,962817.0
BA,2019-01-11,122260.0,573837.0,Friday,338.694673672224,344.330503906909,338.23797493689415,342.9118347167969,3158900.0,4.21716104457289,6.0925289700148255,1081038.0
BA,2019-01-14,79350.0,695613.0,Monday,338.3448559619621,342.8243642189399,337.18853433497554,340.4436950683594,2476400.0,2.0988391063972927,5.635829883964334,573837.0
BA,2019-01-15,49485.0,609136.0,Tuesday,342.0373100448788,343.31995707446777,338.13109916804274,342.2705078125,2940900.0,0.23319776762122046,5.188857906425028,695613.0
BA,2019-01-16,51662.0,1101419.0,Wednesday,342.5231300290162,344.9523720859596,341.60973264329886,342.0955810546875,2731100.0,-0.4275489743287153,3.3426394426607544,609136.0
BA,2019-01-17,75209.0,1058621.0,Thursday,340.822657357937,353.532438631681,340.8032340970457,348.9266052246094,4270400.0,8.1039478666724,12.7292045346353,1101419.0
BA,2019-01-18,371606.0,571625.0,Friday,353.5810646624999,356.92370429466587,351.09352302746976,354.4070129394531,4256500.0,0.8259482769532269,5.83018126719611,1058621.0
BA,2019-01-22,102288.0,1139936.0,Tuesday,352.5899022278053,353.8920020928389,344.20418338168247,347.7702941894531,4336500.0,-4.819608038352158,9.68781871115641,571625.0
