SYM_ROOT,DATE,pre_market_volume,post_market_volume,DAY_OF_WEEK,OPEN,HIGH,LOW,CLOSE,VOLUME,DIFF_O&C,DIFF_H&L,PREV_POST_MARKET_VOLUME
VOO,2019-01-03,118505.0,476915.0,Thursday,206.79383005338715,207.0839325655584,203.04959723881896,203.53009033203125,3329600.0,-3.263739721355904,4.034335326739438,357144.0
VOO,2019-01-04,156799.0,552900.0,Friday,206.28610514009603,210.8915979007249,205.93253452626365,210.2479248046875,5100100.0,3.9618196645914736,4.959063374461238,476915.0
VOO,2019-01-07,215588.0,535656.0,Monday,210.5924269649505,213.2578119032331,209.71304471110628,211.8253936767578,3706000.0,1.2329667118073075,3.5447671921268125,552900.0
VOO,2019-01-08,349046.0,141327.0,Tuesday,214.0012233016737,214.3729296525113,211.6259408688278,213.88336181640625,3546600.0,-0.11786148526744,2.7469887836834914,535656.0
VOO,2019-01-09,180882.0,258697.0,Wednesday,214.59958474431903,215.71468999919,213.46634376032188,214.87155151367188,4565000.0,0.2719667693528436,2.2483462388681232,141327.0
VOO,2019-01-10,157955.0,179847.0,Thursday,213.63859010855825,215.92320786277128,212.91332692748227,215.7690887451172,2813500.0,2.13049863655894,3.0098809352890044,258697.0
VOO,2019-01-11,185309.0,728660.0,Friday,214.72649169706327,215.7690677937564,214.17346958341133,215.6693420410156,2551000.0,0.9428503439523297,1.5955982103450594,179847.0
VOO,2019-01-14,142786.0,779833.0,Monday,214.0465288572333,215.2160272816629,213.6748225530209,214.481689453125,2653400.0,0.43516059589168776,1.5412047286419863,728660.0
VOO,2019-01-15,135606.0,1629513.0,Tuesday,214.83528577823765,217.21055436429944,214.83528577823765,216.99298095703125,5103700.0,2.1576951787936025,2.375268586061793,779833.0
VOO,2019-01-16,138817.0,1388290.0,Wednesday,217.3283610655017,218.2802859828648,217.1470453273145,217.47341918945312,4066700.0,0.14505812395142925,1.1332406555503098,1629513.0
