SYM_ROOT,DATE,pre_market_volume,post_market_volume,DAY_OF_WEEK,OPEN,HIGH,LOW,CLOSE,VOLUME
AAPL,2019-01-02,1448699.0,10818374.0,Wednesday,36.985090860587775,37.930672942698,36.8274932396463,37.70860290527344,148158800.0
AAPL,2019-01-03,8702037.0,9788893.0,Thursday,34.37996114189787,34.7954447022313,33.90717201706185,33.95254135131836,365248800.0
AAPL,2019-01-04,3011205.0,9747041.0,Friday,34.51129165462193,35.471199916377195,34.33698116079705,35.40195083618164,234428400.0
AAPL,2019-01-07,1613404.0,6495477.0,Monday,35.507018312029935,35.53806125654515,34.83842542922638,35.32315444946289,219111200.0
AAPL,2019-01-08,1997698.0,5557865.0,Tuesday,35.71236877143383,36.2520204396242,35.46403616672354,35.99652099609375,164101200.0
AAPL,2019-01-09,2461012.0,4722655.0,Wednesday,36.125457134662746,36.89911490948993,35.72908035781426,36.6077995300293,180396400.0
AAPL,2019-01-10,1236504.0,6455076.0,Thursday,36.4143930484411,36.76540421062059,36.0227892295961,36.72481155395508,143122800.0
AAPL,2019-01-11,1006231.0,5753453.0,Friday,36.50513487847926,36.70093498308247,36.17799979238166,36.36425018310547,108092800.0
AAPL,2019-01-14,1069675.0,8301998.0,Monday,36.02039547495234,36.120683837776696,35.631178251688056,35.81742858886719,129756800.0
AAPL,2019-01-15,957658.0,4006406.0,Tuesday,35.88191737203561,36.62691906108256,35.82938482795779,36.55051040649414,114843600.0
AAPL,2019-01-16,1264303.0,5534190.0,Wednesday,36.55289571706498,37.22148872943848,36.53379264316416,36.997032165527344,122278800.0
AAPL,2019-01-17,880134.0,4115596.0,Thursday,36.82032858250962,37.64651915724122,36.59587203616769,37.21670913696289,119284800.0
AAPL,2019-01-18,6453058.0,7726390.0,Friday,37.608308742053886,37.699047414792304,37.24535769463832,37.44593811035156,135004000.0
AAPL,2019-01-22,1488058.0,8825472.0,Tuesday,37.348034120841504,37.42444275391004,36.44304489291584,36.60541915893555,121576000.0
AAPL,2019-01-23,934932.0,4310665.0,Wednesday,36.80838279224685,37.04477917629914,36.22336541254269,36.75346374511719,92522400.0
AAPL,2019-01-24,774337.0,6338001.0,Thursday,36.79883920993108,36.8871877322328,36.23292480528311,36.46215438842773,101766000.0
AAPL,2019-01-25,1607037.0,4758242.0,Friday,37.12596257246901,37.7587394146281,36.84897719023607,37.670387268066406,134142000.0
AAPL,2019-01-28,1798791.0,5134843.0,Monday,37.19998429564318,37.3289290947723,36.691379224853904,37.3217658996582,104768400.0
AAPL,2019-01-29,984088.0,11407065.0,Tuesday,37.30983127165065,37.75874432744338,36.798835968295656,36.934940338134766,166348800.0
AAPL,2019-01-30,4253500.0,6242726.0,Wednesday,38.98131926012833,39.673788405189775,38.260193681495856,39.45888519287109,244439200.0
AAPL,2019-01-31,1449220.0,13707745.0,Thursday,39.66422793862977,40.3543103786534,39.29411371236649,39.74302673339844,162958400.0
AAPL,2019-02-01,1048274.0,11333673.0,Friday,39.86719579946564,40.34953464878564,39.62124605293177,39.76213073730469,130672400.0
AAPL,2019-02-04,898836.0,6031820.0,Monday,39.97465678385534,40.98948437847319,39.943613832675766,40.89158248901367,125982000.0
AAPL,2019-02-05,1485416.0,5935761.0,Tuesday,41.27601783553029,41.80611623687875,41.1542398516945,41.59120941162109,144406400.0
AAPL,2019-02-06,1176148.0,3328893.0,Wednesday,41.70343946662228,41.923122980122656,41.27363308478396,41.60554122924805,112958400.0
AAPL,2019-02-07,1274018.0,4710559.0,Thursday,41.16617935717926,41.533907142656496,40.67428706034229,40.81755828857422,126966800.0
AAPL,2019-02-08,1167954.0,4405871.0,Friday,40.52499490365656,40.92547224010094,40.388303128059526,40.86552047729492,95280000.0
AAPL,2019-02-11,878625.0,4370842.0,Monday,41.018979092458906,41.05734908224952,40.58732585522351,40.630489349365234,83973600.0
