pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,Close
7.010192800004231,-2.9465286334913623,0.6675913928466087,-2.0279397441150273,0.4438831776388572,0.07962503501124843,0.8665036831743564,1.5332680877823515,0.6810251137425285,0.9883449172097033,0.30962881187841984,-0.8541858293712254,-1.8882114888060093,-0.4564342235172573,0.40335925827736685,-1.6602865738461303,0.24387604317954065,-0.12101806287450197,-0.37142682491942325,0.20335281911999042,251.32260131835932
7.059428177944559,-2.359288579489692,0.5506188339186638,-0.9309570130283779,1.4496239790628238,0.07244146777098855,0.5944029724749736,-0.20734834052998774,-0.4010390922395769,0.4136686982363686,0.3160610186969328,-0.4388879106438017,-0.28854127403861296,0.27376615689771033,1.1169873252603884,-1.5793636534469442,0.6252168922300979,-0.25387309928044755,0.09656149568925555,0.3293449346270399,251.19500732421875
7.048355440518168,-1.5001650678121772,0.30162489892389793,-0.26448946246878646,0.9733963063831955,0.4533702389388512,-0.21423472660259654,-0.29801549889482426,0.701786307566717,-0.1004596739589251,0.14055958174536984,0.603108544530915,-0.2628918964773862,1.515756367874233,-1.2734269830330203,-1.7504243780936417,-1.5839016641353454,-0.29858224378768866,-0.6193296218619111,-0.0020362605643162134,251.02999877929688
7.071990847557728,-1.152523059645617,0.19627056644211455,-0.22368176930309316,0.9111277848559248,0.22800333073130702,0.0931957489930481,-0.9058680440017716,-0.4622952527712631,1.4722448360624356,0.1701951335821391,-2.012450255341415,1.4240674613415742,0.6244215271579283,0.30771053137459675,0.3780326998727828,-0.03431437048724761,-0.3070081587486721,-0.12325422027588269,0.008802270494816735,250.8800048828125
7.116688829635436,-1.2976104213482662,0.20762681131280541,-0.560778857971462,0.1967519756121669,-0.10309803734129923,0.5445098037573088,0.1154020268146157,-1.0073470312828667,-0.10058011387227436,2.0047559688940924,-0.1973590183982598,-0.46609820118228035,-1.538601002397284,0.6844754757479512,-0.7218373803620288,0.0035259011500918796,-0.3377879165864423,0.2080219263400688,-0.17241765833634684,251.0019989013672
7.118585503854828,-0.6275565773495768,0.007374973757153779,0.12457233536913144,0.7985628433906278,0.07469320574746956,-0.14755792925900335,-0.35889902690333053,-0.6582806874341179,0.8964757952154472,-0.8283696579225126,-2.062738508037554,1.0547239925835472,0.39430814775509065,0.8915103049737041,-0.0580457498767976,1.7574126957566718,-0.3764771765279479,0.6779645624064983,0.04680453396767228,250.7899932861328
7.075392298463175,0.4811611440601326,0.0176921526458424,0.7584535502776559,0.25939716107818955,-0.7824180413350493,0.4614563032854772,-0.03948547952051643,1.7044228784951532,-0.6048270292236039,-1.4849737781284607,0.41522933468339046,-0.5231473081922544,-0.26525559341204324,-0.6450857631205302,0.5985736869179603,-0.914405560280093,-0.37428469912178647,-0.9853719398199964,-0.7447570238698026,250.5200042724609
7.056459299484751,1.2455718676607568,-0.10697486798297903,0.9958553723397314,-0.5365439337876422,-0.7205239828222981,0.030208730425541213,0.31153044868298285,0.9478768444681088,2.545217207825697,0.3456063108615183,-0.6064307357619169,-0.29124623994925114,-0.18776673691444712,-0.5898020444052894,0.816885314669331,-1.006156806199874,-0.47437003091927055,-0.7539926797495897,-0.45191217739065953,250.3500061035156
7.030144210887997,1.42014251371163,-0.1916676198954606,0.8892554243507242,-1.0720444397249473,-0.8299418546977723,-0.7414475736066548,-0.13887990863374927,1.7882473748779062,1.7172687534673392,0.8677130004958186,-0.6005424632597942,1.1349678803309022,-0.8152025139057141,0.6390390989905158,-0.264501342391372,-0.6242255535436693,-0.48877809129623967,-0.5516101276488785,-0.5193563057519591,250.34500122070312
7.05530489305078,1.8946469596201554,-0.17225764616067915,1.1310658468221073,-1.3793134530290525,-0.492443048194442,1.267498926823909,0.06155517779126728,-0.8423645976921967,-1.2770425582951166,-0.33194457388195797,-0.21141192925495797,0.25684815142226436,0.6551333155784457,-0.3190156167966763,-0.9327362800065427,-1.4195592006257238,-0.39008425508859845,-0.3778746703192047,-0.5250668391566045,250.33999633789065
7.048017784412712,2.396238232232143,-0.22656086066297962,1.6104404488772603,-1.2208128660793267,-0.7913756385694131,1.5852178592455062,0.26812676986298545,-1.4761737026926545,1.5828798158331094,0.9473466316510895,0.7939821023852801,-1.1213826169785586,0.35343670885610584,-0.34530851773194254,0.1632463576155037,-0.1937436143237689,-0.5546607294157143,-0.430686776574428,-0.3414310725708423,250.1100006103516
6.981003653716242,2.766275005166703,-0.30120020026255184,1.3173408730723564,-1.7207172573948546,0.4496315755969481,-0.9092032783510067,-0.9882284119414707,-0.4254813847324154,1.096272926210115,1.2404275177489037,-0.2885107929042386,-1.6673998443070535,1.7118600089409277,-0.061903984166030046,-0.11544221651642846,-0.458048647246998,-0.3796713774246686,-0.003882904494790614,0.24094360497334744,250.1199951171875
6.9739636977207775,2.809240493771934,-0.3344380664154997,1.389921138568958,-1.6182625966632307,-0.1924478679763912,-0.09294321811070393,-0.13132943559160723,-0.8289649669005531,1.544745073516488,1.597820049285612,-0.13002480030071845,-1.432877809075633,0.22360528142856775,0.659950424758348,0.22546615079821758,-0.25831680880722346,-0.3336230938583487,-0.3820344306842439,0.19167827825804112,250.0599975585937
6.928488010516769,3.1841078467081543,-0.5682057993597828,1.5056636486130528,-1.2852791318265535,-1.2864719769068895,0.08556728014414787,-0.46902132215529496,0.047199025204154005,-0.40370362825011086,2.6088431872923605,-0.35595889339635683,0.9238434455443449,-0.002716576544533634,-1.8241771531208972,0.2902845323433121,0.7948223783385584,-0.5837146466053974,-0.2997653506300511,-0.1465295616173534,249.92999267578125
6.89185588710934,3.666966398393153,-0.5266675746835726,1.4491624017668487,-1.2936420011744016,-0.8793730893931053,-0.10257375938997483,0.5746646189667244,-1.141925539586077,0.35698859247224607,1.0985738900142452,0.34901409236032493,-0.20856210320949534,-0.33576959294334147,-0.2436311475059816,-0.08733324423973433,0.01041909086479486,-0.3165672519368124,-0.10704341950718492,0.18181462422717515,249.72000122070312
6.847920808608771,3.136256799675777,-0.5154361944422781,0.8137959139810308,-1.667898720408671,-0.4719281218912754,0.34959267058061105,-1.8346623594870006,0.2047708924799931,-1.9619801733230147,0.34155830194291237,1.8106098203489667,1.420057770468402,0.562345950464339,1.0365301211968556,-1.3489219328289288,0.5131988210599058,-0.3282656429464547,0.004430053656495192,0.15289109266876358,249.82000732421875
6.851381844019628,1.7937184229547647,-0.3649044349523774,-0.20969821206862152,-1.743755555070399,-0.37268224217664137,0.716182414368156,-0.3674837780876768,0.3408637598556769,-1.9741887157318176,-0.3936421189986399,0.9338304690699596,-0.3759365590004957,0.1555495947414919,-0.040201175984474875,-0.7355284824726596,-0.867599704291524,-0.25726631066494593,0.20829461590496812,-0.344672151093705,250.1849975585937
