Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,,
2024-09-23 13:30:00,226.69000244140625,226.69000244140625,227.52999877929688,225.86000061035156,227.33999633789062,4462853
2024-09-23 13:35:00,227.77000427246094,227.77000427246094,227.8000030517578,226.19000244140625,226.72000122070312,1492770
2024-09-23 13:40:00,227.30499267578125,227.30499267578125,227.83999633789062,227.14999389648438,227.77999877929688,1102477
2024-09-23 13:45:00,227.72999572753906,227.72999572753906,227.8000030517578,226.94039916992188,227.2899932861328,817375
2024-09-23 13:50:00,227.25999450683594,227.25999450683594,227.76499938964844,227.05999755859375,227.74000549316406,693440
2024-09-23 13:55:00,226.93499755859375,226.93499755859375,227.4600067138672,226.91000366210938,227.22999572753906,680753
2024-09-23 14:00:00,226.4499969482422,226.4499969482422,227.2393035888672,226.44000244140625,226.93499755859375,773613
2024-09-23 14:05:00,226.41000366210938,226.41000366210938,226.7899932861328,226.36000061035156,226.4499969482422,668466
2024-09-23 14:10:00,226.5,226.5,226.75999450683594,226.2899932861328,226.4199981689453,608479
2024-09-23 14:15:00,227.31500244140625,227.31500244140625,227.42759704589844,226.46499633789062,226.52000427246094,638858
2024-09-23 14:20:00,227.92950439453125,227.92950439453125,228.02000427246094,227.30999755859375,227.30999755859375,875257
2024-09-23 14:25:00,228.00999450683594,228.00999450683594,228.02310180664062,227.60000610351562,227.939697265625,557549
2024-09-23 14:30:00,227.77999877929688,227.77999877929688,228.13999938964844,227.72000122070312,228.00999450683594,529828
2024-09-23 14:35:00,227.7899932861328,227.7899932861328,228.08999633789062,227.6300048828125,227.78990173339844,518545
2024-09-23 14:40:00,228.3094940185547,228.3094940185547,228.38999938964844,227.75999450683594,227.75999450683594,583473
2024-09-23 14:45:00,228.97999572753906,228.97999572753906,229.125,228.22999572753906,228.30999755859375,754784
2024-09-23 14:50:00,229.21730041503906,229.21730041503906,229.4499969482422,228.8300018310547,228.98019409179688,630739
2024-09-23 14:55:00,228.7050018310547,228.7050018310547,229.22000122070312,228.6300048828125,229.21499633789062,1438375
2024-09-23 15:00:00,228.70799255371094,228.70799255371094,228.8800048828125,228.6199951171875,228.70010375976562,351769
2024-09-23 15:05:00,228.63999938964844,228.63999938964844,228.8000030517578,228.55999755859375,228.7050018310547,302442
2024-09-23 15:10:00,228.6699981689453,228.6699981689453,228.8300018310547,228.5749969482422,228.76010131835938,502535
2024-09-23 15:15:00,228.3699951171875,228.3699951171875,228.8000030517578,228.25999450683594,228.66000366210938,444182
2024-09-23 15:20:00,228.55999755859375,228.55999755859375,228.63999938964844,228.3365936279297,228.33999633789062,232911
2024-09-23 15:25:00,228.6533966064453,228.6533966064453,228.72999572753906,228.41700744628906,228.57699584960938,238268
2024-09-23 15:30:00,228.75999450683594,228.75999450683594,228.89999389648438,228.66000366210938,228.66000366210938,282126
2024-09-23 15:35:00,228.5,228.5,228.77999877929688,228.3800048828125,228.77000427246094,272516
2024-09-23 15:40:00,228.27999877929688,228.27999877929688,228.5,228.27999877929688,228.5,256403
2024-09-23 15:45:00,228.14999389648438,228.14999389648438,228.360107421875,228.10000610351562,228.27999877929688,294375
2024-09-23 15:50:00,228.33999633789062,228.33999633789062,228.47000122070312,228.14999389648438,228.16000366210938,258768
2024-09-23 15:55:00,228.33999633789062,228.33999633789062,228.47999572753906,228.25,228.35499572753906,197491
2024-09-23 16:00:00,228.07000732421875,228.07000732421875,228.33889770507812,227.9600067138672,228.33889770507812,244046
2024-09-23 16:05:00,227.88999938964844,227.88999938964844,228.25,227.85000610351562,228.10000610351562,225733
2024-09-23 16:10:00,227.5126953125,227.5126953125,227.87989807128906,227.35000610351562,227.8686065673828,474005
2024-09-23 16:15:00,227.2698974609375,227.2698974609375,227.52000427246094,227.1300048828125,227.51499938964844,373178
2024-09-23 16:20:00,227.1999969482422,227.1999969482422,227.32000732421875,227.0,227.25999450683594,374513
2024-09-23 16:25:00,226.94000244140625,226.94000244140625,227.2100067138672,226.92999267578125,227.2100067138672,322614
2024-09-23 16:30:00,227.341796875,227.341796875,227.34750366210938,226.91000366210938,226.94000244140625,301571
2024-09-23 16:35:00,226.94940185546875,226.94940185546875,227.41000366210938,226.75,227.35000610351562,318430
2024-09-23 16:40:00,226.88999938964844,226.88999938964844,227.11500549316406,226.88999938964844,226.9600067138672,173622
2024-09-23 16:45:00,226.95899963378906,226.95899963378906,226.97999572753906,226.67999267578125,226.88999938964844,274980
2024-09-23 16:50:00,226.9678955078125,226.9678955078125,227.04989624023438,226.71009826660156,226.9600067138672,288775
2024-09-23 16:55:00,226.760498046875,226.760498046875,226.97999572753906,226.75,226.97999572753906,205008
2024-09-23 17:00:00,227.02000427246094,227.02000427246094,227.139892578125,226.6300048828125,226.77000427246094,474521
2024-09-23 17:05:00,226.99000549316406,226.99000549316406,227.04750061035156,226.75999450683594,227.0240020751953,311218
2024-09-23 17:10:00,226.86000061035156,226.86000061035156,227.07000732421875,226.85000610351562,227.0,205197
2024-09-23 17:15:00,226.97500610351562,226.97500610351562,226.99000549316406,226.73049926757812,226.86000061035156,230448
2024-09-23 17:20:00,226.7100067138672,226.7100067138672,227.0500030517578,226.62010192871094,226.99000549316406,272127
2024-09-23 17:25:00,226.74000549316406,226.74000549316406,226.8000030517578,226.65240478515625,226.7100067138672,172731
2024-09-23 17:30:00,226.92999267578125,226.92999267578125,226.9530029296875,226.7100067138672,226.74899291992188,186939
2024-09-23 17:35:00,226.57000732421875,226.57000732421875,226.97999572753906,226.50999450683594,226.94000244140625,356060
2024-09-23 17:40:00,226.55999755859375,226.55999755859375,226.72999572753906,226.5399932861328,226.5749969482422,247518
2024-09-23 17:45:00,226.72999572753906,226.72999572753906,226.7899932861328,226.5500030517578,226.55999755859375,218115
2024-09-23 17:50:00,227.0749969482422,227.0749969482422,227.08999633789062,226.74000549316406,226.74000549316406,343689
2024-09-23 17:55:00,227.10000610351562,227.10000610351562,227.13999938964844,226.9499969482422,227.0749969482422,236973
2024-09-23 18:00:00,226.94000244140625,226.94000244140625,227.17999267578125,226.87100219726562,227.0800018310547,241329
2024-09-23 18:05:00,226.99000549316406,226.99000549316406,227.02000427246094,226.75,226.92999267578125,189413
2024-09-23 18:10:00,226.76800537109375,226.76800537109375,227.00999450683594,226.75,226.97999572753906,207734
2024-09-23 18:15:00,226.77999877929688,226.77999877929688,226.85000610351562,226.6719970703125,226.75,187683
2024-09-23 18:20:00,226.82989501953125,226.82989501953125,226.89999389648438,226.67999267578125,226.77999877929688,200373
2024-09-23 18:25:00,226.67999267578125,226.67999267578125,226.8699951171875,226.61000061035156,226.82000732421875,305666
2024-09-23 18:30:00,226.69000244140625,226.69000244140625,226.75999450683594,226.625,226.69000244140625,183512
2024-09-23 18:35:00,226.71029663085938,226.71029663085938,226.74969482421875,226.6300048828125,226.69500732421875,162235
2024-09-23 18:40:00,226.61129760742188,226.61129760742188,226.72999572753906,226.52000427246094,226.7100067138672,187650
2024-09-23 18:45:00,226.61000061035156,226.61000061035156,226.67999267578125,226.48500061035156,226.6199951171875,235343
2024-09-23 18:50:00,226.6699981689453,226.6699981689453,226.7572021484375,226.6300048828125,226.6300048828125,220331
2024-09-23 18:55:00,226.67999267578125,226.67999267578125,226.75,226.63999938964844,226.6719970703125,208066
2024-09-23 19:00:00,226.61000061035156,226.61000061035156,226.7050018310547,226.52000427246094,226.67999267578125,231856
2024-09-23 19:05:00,226.3531036376953,226.3531036376953,226.67999267578125,226.3531036376953,226.6199951171875,342516
