pca1,pca2,pca3,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,Close
-1.240948245602493,0.3106255908262282,-1.082059305354992,-0.34428063493587924,-0.12060087906031884,-0.8672923966575682,-1.113040007368025,-0.23222252008095784,-0.7659792084978879,-0.3263799778862278,0.21867042784345359,-0.022666625455926175,-0.22459520851073328,227.134994506836
-1.27630981941284,0.47218537269008437,-1.0244110469898415,-0.3106623100101647,-0.19782159864502916,-0.9178855020248929,-1.0652678323655322,-0.37254605303054583,-0.7650723709253204,-0.3288143097921275,0.2514972322883854,0.030291628954190186,-0.2412264846335313,227.1147003173828
-1.2900612583650275,0.5762868407723271,-1.0401101990230144,-0.17520662492056252,-0.07833060864250911,-0.9624524952549828,-1.0176332327213908,-0.3312104470262375,-0.7552729436893778,-0.36651546133837687,0.28924017773473887,0.0690210727415834,-0.2719606206960185,227.1300048828125
-1.221648142578905,1.1963493547665527,-0.7335271873011948,-0.23819086982255092,-0.11728722374093187,-0.9442885847757904,-1.0712184350188847,-0.06775810274965766,-0.7173303018027307,-0.2984051876351776,0.2720579516106721,0.012932766885872051,-0.23064165377147422,227.32009887695312
-1.1506487052631085,1.1614110014666776,-0.8048614804550251,-0.06681514142072797,-0.11329042695693974,-0.7765439209548417,-1.2112555331505719,0.14442946519881794,-0.7070643671017915,-0.2626132975618757,0.16836255829639668,-0.06055688951432044,-0.18231987768448146,227.389892578125
-1.0938899226810186,1.4916781630546376,-0.7854575018606399,-0.2691494169502775,-0.2858099312737952,-0.6475865935675795,-1.3178648190894433,0.31053718922632073,-0.6960940958159493,-0.16518480537916366,0.09064136218259067,-0.12324607579926955,-0.12988411585274925,227.5200042724609
-1.0054506663008986,1.9821433647623683,-0.5914032995571388,-0.18214074512405248,-0.19288636065315576,-0.6563024291099309,-1.3563929426570314,0.5009930565739974,-0.6620852635887526,-0.1317929522836583,0.063773060643094,-0.1342827796414785,-0.10226506785799672,227.7050018310547
-0.9647048013924687,1.7359888547044269,-0.8667120872687903,-0.15122121767047664,-0.06486006970451924,-0.6857733661998652,-1.378073899609943,0.5220744290795267,-0.6704669960334608,-0.1265802155008501,0.055171115991328235,-0.12051561916421138,-0.09353817498353835,227.6699981689453
-0.9351450073408368,1.944676020730209,-0.8887239420213551,-0.28465353230844764,-0.14873428596122662,-0.6635989428996689,-1.3741037935633102,0.5087104319742999,-0.6666439918536037,-0.06772663939544797,0.038100745340113026,-0.11354864355797323,-0.0766123938127664,227.7100067138672
-0.9349932439236244,1.7042928523868288,-1.1977543307112755,-0.31224432196623914,-0.06028429552468839,-0.7492100027401635,-1.2998134365975642,0.36747863059056735,-0.6809264058080589,-0.09223500911588596,0.07719569405053352,-0.0326618987063472,-0.11055124115360362,227.6363983154297
-0.9540583902014178,1.5988729619730733,-1.3483942032453504,-0.2587199237392103,0.0334845309641178,-0.878752319681516,-1.191569994378218,0.17916276877471202,-0.6883933828477871,-0.13504457694450633,0.14398808490830559,0.06300726769006854,-0.15712536297314958,227.57000732421875
-0.8928895765076298,2.2151755712608114,-1.0428084387823986,-0.19081788039468264,-0.02765319299423517,-0.8553560104772268,-1.2358985470284745,0.32343934325880636,-0.6537852700336805,-0.08622569605542504,0.12477084497914881,0.051676474658425904,-0.133628552795107,227.7400054931641
-0.8304533618127334,2.158257063959943,-1.1412647507918046,0.25361760991880183,0.2534594367037752,-0.8400347757512052,-1.2564032302453674,0.460006514613295,-0.6280623809000483,-0.1521734985649252,0.0868137582843248,0.0788377001839998,-0.1481624452837624,227.76499938964844
-0.7990153808548877,2.130172686374784,-1.2949017004612304,-0.001779509838293763,0.07052304280714985,-0.7298824320949892,-1.2848888636243403,0.4930409389378794,-0.6416676705692445,-0.06963529209729014,0.053344707367561486,0.05135950038221951,-0.12961342763842415,227.7700042724609
-0.790540249399835,1.8780237773964732,-1.5771199169612922,-0.17295051524714278,-0.029180066868930005,-0.7328888257099131,-1.2547374532932987,0.3524546860715341,-0.6637402655688226,-0.052923093982869325,0.07032125670758273,0.08871715633354761,-0.14607758643620436,227.7100067138672
-0.7439343558490294,2.188560698717369,-1.4101757510331034,-0.03329448356180754,-0.12263568000252814,-0.6358321186797974,-1.3314372350629475,0.44395218411626186,-0.6429746489113809,-0.014713167596104058,0.013344868509722458,0.058257339759124074,-0.11863085789519605,227.8000030517578
-0.7628637867504022,1.645559198472494,-1.7199050159452551,-0.027096026147709777,-0.1622560487954734,-0.6039605373619287,-1.3265322650131648,0.29121081235011037,-0.6833630010441466,-0.026647058652217892,0.03286265339832159,0.07251973072796278,-0.14263351767336355,227.7098999023437
-0.8188716668030048,1.0350239410947235,-1.9670711336845865,0.04067209717610617,-0.17831075803850013,-0.6796041740839288,-1.203850893794093,-0.09517989276525451,-0.72670983195662,-0.0757781499504763,0.10722286215303704,0.1352449885542286,-0.18924216680934758,227.54949951171875
-0.816044225813551,1.2224479568841335,-1.830265633294217,0.20423117717455208,-0.26996895687971684,-0.6143769223529175,-1.2166917097528802,-0.11345077114588219,-0.7170595409403472,-0.06383880648598032,0.08455440489236087,0.13550761464956873,-0.18479975471335083,227.5749969482422
-0.7513814313020494,1.7036183379752148,-1.5955219439180184,0.24855137115580817,-0.22079560186279945,-0.6153312085708074,-1.2449536211425072,0.15173001915834317,-0.6811909443423758,-0.0356275698247999,0.08459579661168153,0.10615540905494689,-0.16947894408168557,227.7100067138672
-0.7390175742143397,1.5105151209830967,-1.8655709188673104,0.07602514215698934,-0.1414642341886818,-0.6996637190679753,-1.2025380178894935,0.1826135497041499,-0.6961524136367131,-0.034128419653793346,0.1390578884274902,0.13955416312038024,-0.19077577574781687,227.67999267578125
-0.8553152652291081,0.18602129422528055,-2.3049632039965675,0.34265323401857356,-0.11003406609237258,-0.7248575428671793,-1.0910062526702207,-0.36661589398572464,-0.786126485125869,-0.0781384148019808,0.16254406952271042,0.18684710936601923,-0.2187880593978188,227.3699951171875
-0.853935285064155,0.8362735244131971,-1.8112209480379478,0.46596436579025563,-0.3392267274503232,-0.6156972595207191,-1.1387297716983578,-0.31805284847821563,-0.7591371230635269,-0.016047619616515754,0.11659417774856892,0.14495268918097826,-0.18610461264717773,227.4900054931641
-0.9923751136319605,-0.6769777216097455,-2.34133183438584,0.9116578638115289,0.010059871265716301,-0.7323108486401465,-1.0621584601373604,-0.6037074485269749,-0.8404905513632035,-0.09504447575454297,0.1369726646926681,0.1820022576634786,-0.21097795787276727,227.1100006103516
-0.8812398585198107,1.0142093228096773,-0.11122472559688457,3.7342301862207914,0.6279548342743596,-0.48690097334138704,-1.239903724065974,-0.2703424242281683,-0.6567451842308157,-0.38089812208972534,-0.06307412592804994,0.08993768070185816,-0.20166939869670641,227.6199951171875
-0.36202830917739004,3.9384180077451925,2.763190186219961,3.2279768068945693,0.16229304683544624,-0.6274175223797936,-0.9986195530010942,0.0760683710595193,-0.5608703550299912,-0.12930367729413622,0.24369961391443123,-0.06860600022631382,-0.15597703135682797,229.0800018310547
-0.4240888811019877,0.9323267214999218,0.10964599364329938,0.10768526200813153,0.4579539732361209,-0.9154728250137978,-0.7237539121672566,0.5838059066728236,-0.7788149236476206,0.18757293167760197,0.4727587545383619,-0.2435929984518611,-0.14747098039600784,228.34719848632807
-0.5491542394563956,0.8088898464686921,0.5159010047223517,0.2573002796342244,0.11896244567180926,-0.9098897689045343,-0.6879069026045346,-0.06035790462535577,-0.7967688860966442,0.24502851902128303,0.3787436275822804,-0.27298479147980825,-0.07827875317966398,228.05990600585932
-0.40463491056645295,2.6424564415949914,2.2596392544692523,0.5632903953911869,-0.3015867468262397,-0.9511769313378484,-0.5754538251177439,-0.4320286809128963,-0.7175632983722594,0.2795947848102349,0.43145372502622203,-0.2622932204894364,-0.05695059753474167,228.8309936523437
-0.20364962563824823,2.4212295416151317,1.742279709229861,0.07183888724650037,-0.01857456816522185,-1.0009702929291342,-0.559446395936559,-0.023316438963988453,-0.6981887791984204,0.2902192052046256,0.4346934845160777,-0.2592855326841677,-0.054087468457853914,228.9900054931641
-0.1813915791807178,1.8717852075573478,1.2979110104141318,-0.357490531449369,0.0038649821154350425,-1.0486181307216291,-0.5460904485165587,-0.03712812970863871,-0.7200221774938053,0.3355302224720664,0.40949452679901344,-0.26170314771935155,-0.03215112140706255,228.8000030517578
-0.06484411678074557,2.70681847021543,2.365274354172257,0.45494684828040216,0.18649717679812394,-1.1906485558631914,-0.38905368509944377,-0.3113910219780256,-0.6343902864299508,0.21238491066425372,0.42065456003134305,-0.18327453274822583,-0.05319105099876217,229.1150054931641
0.05840746950346934,2.859600873469154,2.279333616663191,-0.16414158706619045,0.054654355409644605,-1.1807420150809962,-0.34279378916392567,-0.18083830993798447,-0.6261066136208571,0.28831686134491846,0.43111159386748177,-0.17874717208389249,-0.04758134254403113,229.3000030517578
0.060909995033943204,2.155059400681776,1.7680215343122085,-0.43850687924349996,0.35325690905764306,-1.4081980363988102,-0.21895421676674504,-0.18785118501068485,-0.6336278012517882,0.21699184528997292,0.5025211754856785,-0.104270317165238,-0.09760925494671897,229.0399932861328
0.043890481072410836,1.7937889164061331,1.5883808083065165,-0.41283968117312975,-0.10130029948937412,-1.1226957704351055,-0.4180446239859544,-0.3547667490069661,-0.6454100638629706,0.2708771299744821,0.3181264919593284,-0.14328784522296842,-0.03789132627851521,228.889892578125
0.09063643702155612,1.6561778440292505,1.5700338441186041,0.018846983521247543,-0.9111450586237765,-0.3459045949325634,-0.9308564892269596,-0.34163072061848343,-0.6413343082501445,0.37336110212620993,-0.11208580733681768,-0.30690195779840973,0.09507608676808736,229.0
0.13725389450935285,1.6672822373228475,1.3604864944993291,-0.34951995492408505,-0.5700146414493128,-0.7531793848249533,-0.6857853658455105,-0.27904652954242654,-0.5977563197499153,0.22681040206938222,0.10027374611986294,-0.1652295649636798,-0.018660660571626884,228.95089721679688
0.009932075042002005,0.6154467803569522,0.9295369359363146,-0.028513399343182005,-0.23815733986288573,-0.8934573287168052,-0.6137352701079267,-0.38163619949243704,-0.6283041571525302,0.08480878927820487,0.16118640069137896,-0.0965775122833268,-0.08685933664309911,228.5498962402344
