Datetime,High,Low,Open,Volume,Close,pct_change,log_change,SMA3,SMA12,SMA20,SMA48,SMA50,SMA288,EMA12,EMA20,EMA26,MACD12,MACD24,RSI12,RSI24,RSI36,ATR12,ATR24,ATR36,Upperband12,Lowerband12,Upperband24,Lowerband24,Upperband36,Lowerband36,MOM10,OBV,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components
2024-09-26 17:55:00,227.3800048828125,227.05499267578125,227.3800048828125,181966,227.13499450683597,-0.0009901161535841854,-0.0009906066423702325,227.31836954752603,227.17991638183594,227.20786056518554,227.22768370310465,227.19667633056642,226.73984485202365,227.2487253421047,227.22363947194262,227.19471430564937,0.04864726839596756,0.12922397523496443,47.42116350839237,51.544047255211886,52.5144673613416,0.27884215039346344,0.32716074245414345,0.3465295482545836,227.63598588356174,226.72384688011013,227.5537554429955,226.86945342948172,227.69707400005385,226.7791595882708,0.0449981689453125,5151478.0,228.13512862921723,229.34591854194298,229.11157785751035,229.01909670660413,227.5429545473521,227.7598316004236
2024-09-26 18:00:00,227.2550048828125,227.08999633789065,227.1499938964844,150379,227.1147003173828,-8.934858099350533e-05,-8.935257281576048e-05,227.2032674153646,227.1766497294108,227.20509567260743,227.23215675354004,227.21127044677735,226.74131949742636,227.2281061075321,227.2132643143655,227.18878734355556,0.013863072750581296,0.10886425685086465,46.77631898136952,51.26395918978622,52.33809570281595,0.26935601660416203,0.32040440089029776,0.34148729816200757,227.63397762403562,226.71932183478597,227.54607935048037,226.86169652842588,227.6720735142961,226.77886524031547,0.164703369140625,5001099.0,228.1332711658719,229.34885559711867,229.12342666700897,229.00575712101497,227.47394687224798,227.71051297745106
2024-09-26 18:05:00,227.13999938964844,226.9709930419922,227.1100006103516,218575,227.1300048828125,6.738694328592575e-05,6.738467288782996e-05,227.1265665690104,227.17998377482095,227.19609603881835,227.24194844563803,227.22347045898437,226.7390972773234,227.21301361142142,227.20533484469377,227.1844330872042,-0.0060226366520339525,0.09318997521955907,47.36515452594743,51.471472471755376,52.46193972240006,0.260993544191836,0.3140961486722124,0.33669616064795876,227.63531513794143,226.72465241170048,227.53464339520863,226.85635798825493,227.62917818734763,226.79076064186245,0.3200073242187784,5219674.0,228.1313680567233,229.3516566934554,229.13513498684313,228.9908437589046,227.41702109904085,227.66601406831776
2024-09-26 18:10:00,227.3699951171875,227.0800018310547,227.1199951171875,166462,227.32009887695312,0.0008369391540263639,0.0008365891157461583,227.18826802571616,227.21082560221353,227.20235061645508,227.25611718495688,227.23187255859375,226.7391497294108,227.22948826765708,227.216264752528,227.1944824049634,0.015752258887545167,0.09883894276595129,54.22691080494939,54.009490340546776,53.98930969438872,0.26341018935358407,0.31309186273307077,0.3353988585780936,227.6494992213452,226.77215198308187,227.54497904747026,226.86269764930708,227.63492618518816,226.7944629207146,0.5200958251953125,5386136.0,228.1294193976701,229.35432195668398,229.14670043373158,228.9743561859771,227.37270179386906,227.62627074258805
2024-09-26 18:15:00,227.6000061035156,227.3300018310547,227.33999633789065,261276,227.389892578125,0.0003070282896966971,0.00030698116615656535,227.27999877929688,227.25915018717447,227.20684509277345,227.2725731531779,227.24647033691406,226.73796881569757,227.2541658538829,227.23280073591818,227.208957232605,0.04178914545471457,0.10950338016832006,56.4983646391193,54.91289260430571,54.540886560528456,0.2647849424543247,0.3117091695592958,0.3338574243554374,227.6336197264633,226.88468064788563,227.56173850570096,226.8642538242144,227.64118779530182,226.81263995670557,0.234893798828125,5647412.0,228.12742528587737,229.35685151950827,229.15812064839113,228.95629874723488,227.3413025987227,227.59125624503227
2024-09-26 18:20:00,227.55999755859372,227.33999633789065,227.38999938964844,125498,227.5200042724609,0.000572196472150609,0.0005720328301697953,227.40999857584634,227.31915028889975,227.21684494018555,227.28215662638345,227.2640704345703,226.73887162738376,227.29506407212568,227.26015345368415,227.23199775407582,0.08065124651076871,0.1301128525329034,60.4861493874865,56.57233779054669,55.56237324526002,0.26105296564172,0.3078880050236196,0.33069475203176046,227.59885902004882,227.03944155775068,227.5965937828317,226.85856572237662,227.6614961600119,226.81233162590388,0.12001037597650566,5772910.0,228.12538581977424,229.3592455215373,229.16939329615812,228.93668060409487,227.32292261719212,227.56099514745455
2024-09-26 18:25:00,227.7100067138672,227.46499633789065,227.50999450683597,176818,227.7050018310547,0.0008131045847390158,0.000812774194288712,227.53829956054688,227.36498387654623,227.24009475708007,227.29892762502035,227.2861703491211,226.7415452533298,227.35813141965323,227.30251996581467,227.2670350931113,0.1364453443300988,0.16398827511656577,65.40513934135204,58.82097635047088,56.97622660060587,0.2597160831696212,0.3052681038133244,0.32831463047467085,227.6973681943888,227.03259955870368,227.65869999177818,226.82937653613521,227.694799216402,226.79654565935752,0.3099975585937784,5949728.0,228.1233010990513,229.36150410921732,229.18051606760218,228.91551575890003,227.3174472627142,227.53557306456108
2024-09-26 18:30:00,227.83999633789065,227.6300048828125,227.7100067138672,226522,227.6699981689453,-0.0001537237295092266,-0.0001537355462128086,227.6316680908203,227.38748423258463,227.2632698059082,227.3114274342855,227.29837036132812,226.74578136867947,227.40611091954432,227.33751788992234,227.29688420983976,0.16168315671129108,0.18624588179636703,63.76660361674942,58.22572688633449,56.62559726556168,0.25557236416199886,0.30129824344935896,0.32502787560254537,227.76038762897147,227.01458083619778,227.71128591932623,226.81637317898108,227.70769552309514,226.83553856029243,0.220001220703125,5723206.0,228.12117122465816,229.36362743576316,229.19148667912958,228.89282306673397,227.3245534845483,227.5151415446044
2024-09-26 18:35:00,227.76780700683597,227.6000061035156,227.6699981689453,130394,227.7100067138672,0.00017573042229387717,0.00017571498351181896,227.69500223795572,227.41373443603516,227.28593521118165,227.30871931711832,227.31457061767577,226.75029526816473,227.4528641186709,227.37299301601232,227.32748587680476,0.1801695214006429,0.20650493626786215,64.86414866562087,58.723908879843556,56.93714964136157,0.24825807575852973,0.2957358542773177,0.32066045970581825,227.8272019481775,227.0002669238928,227.76258797172758,226.79923809842214,227.73611657431263,226.85100687268175,0.25,5853600.0,228.11899629880043,229.3656156610906,229.20230287357873,228.86862623447897,227.34371918760547,227.49991775824532
2024-09-26 18:40:00,227.72000122070312,227.6199951171875,227.72000122070312,124603,227.6363983154297,-0.00032325500095388367,-0.00032330725911380235,227.67213439941406,227.42926788330078,227.3100601196289,227.30100663503012,227.3258984375,226.75424109564887,227.4811001489415,227.39807923500445,227.35036827966587,0.17328276463740622,0.2136577701586475,61.14666347684561,57.40952833932445,56.1735972109891,0.23590374473828768,0.2875804479955805,0.31453117203386843,227.86063583466,226.99789993194156,227.79621399370745,226.79197799237653,227.75614039460814,226.84467188159627,0.2762908935546875,5728997.0,228.11677642493777,229.36746895174798,229.21296242080444,228.84295380708627,227.37423656910246,227.49017884063048
