SYM_ROOT,DATE,pre_market_volume,post_market_volume,DAY_OF_WEEK,OPEN,HIGH,LOW,CLOSE,VOLUME,pre_market_volume_avg_3,pre_market_volume_avg_3_increment,pre_market_volume_avg_5,pre_market_volume_avg_5_increment,pre_market_volume_avg_9,pre_market_volume_avg_9_increment,pre_market_volume_avg_12,pre_market_volume_avg_12_increment,post_market_volume_avg_3,post_market_volume_avg_3_increment,post_market_volume_avg_5,post_market_volume_avg_5_increment,post_market_volume_avg_9,post_market_volume_avg_9_increment,post_market_volume_avg_12,post_market_volume_avg_12_increment,OPEN_avg_3,OPEN_avg_3_increment,OPEN_avg_5,OPEN_avg_5_increment,CLOSE_avg_3,CLOSE_avg_3_increment,CLOSE_avg_5,CLOSE_avg_5_increment,HIGH_avg_3,HIGH_avg_3_increment,average_increment_per_day,label
AAPL,2019-01-02,1448699.0,10818374.0,Wednesday,36.985090860587775,37.930672942698,36.8274932396463,37.70860290527344,148158800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9562262194052225,Buy
AAPL,2019-01-03,8702037.0,9788893.0,Thursday,34.37996114189787,34.7954447022313,33.90717201706185,33.95254135131836,365248800.0,1448699.0,500.67943720538216,1448699.0,500.67943720538216,1448699.0,500.67943720538216,1448699.0,500.67943720538216,10818374.0,-9.51604187468468,10818374.0,-9.51604187468468,10818374.0,-9.51604187468468,10818374.0,-9.51604187468468,36.985090860587775,-7.043729400340591,36.985090860587775,-7.043729400340591,37.70860290527344,-9.96075501229934,37.70860290527344,-9.96075501229934,37.930672942698,-8.265680509288886,-1.2432235999785037,Sell
AAPL,2019-01-04,3011205.0,9747041.0,Friday,34.51129165462193,35.471199916377195,34.33698116079705,35.40195083618164,234428400.0,5075368.0,-40.67021347023507,5075368.0,-40.67021347023507,5075368.0,-40.67021347023507,5075368.0,-40.67021347023507,10303633.5,-5.401905065819742,10303633.5,-5.401905065819742,10303633.5,-5.401905065819742,10303633.5,-5.401905065819742,35.68252600124282,-3.282375094689479,35.68252600124282,-3.282375094689479,35.8305721282959,-1.1962446219935452,35.8305721282959,-1.1962446219935452,36.36305882246465,-2.4526509456802823,2.5807761426988804,Buy
AAPL,2019-01-07,1613404.0,6495477.0,Monday,35.507018312029935,35.53806125654515,34.83842542922638,35.32315444946289,219111200.0,4387313.666666667,-63.22569748641177,4387313.666666667,-63.22569748641177,4387313.666666667,-63.22569748641177,4387313.666666667,-63.22569748641177,10118102.666666666,-35.80340886044907,10118102.666666666,-35.80340886044907,10118102.666666666,-35.80340886044907,10118102.666666666,-35.80340886044907,35.29211455236919,0.6089285450489282,35.29211455236919,0.6089285450489282,35.68769836425781,-1.021483400453817,35.68769836425781,-1.021483400453817,36.0657725204355,-1.4631913501682037,-0.5178240001773121,Neutral
AAPL,2019-01-08,1997698.0,5557865.0,Tuesday,35.71236877143383,36.2520204396242,35.46403616672354,35.99652099609375,164101200.0,4442215.333333333,-55.029239915279504,3693836.25,-45.91806824138455,3693836.25,-45.91806824138455,3693836.25,-45.91806824138455,8677137.0,-35.94817046221582,9212446.25,-39.67004149413626,9212446.25,-39.67004149413626,9212446.25,-39.67004149413626,34.799423702849914,2.623448814496172,35.34584049228438,1.036977121054621,34.89254887898763,3.1639193827164966,35.59656238555908,1.123587739182715,35.26823529171788,2.789436839606608,0.7956689361004019,Neutral
AAPL,2019-01-09,2461012.0,4722655.0,Wednesday,36.125457134662746,36.89911490948993,35.72908035781426,36.6077995300293,180396400.0,2207435.6666666665,11.487371394893056,3354608.6,-26.63787960240727,3354608.6,-26.63787960240727,3354608.6,-26.63787960240727,7266794.333333333,-35.01047665080012,8481530.0,-44.31836001287503,8481530.0,-44.31836001287503,8481530.0,-44.31836001287503,35.24355957936189,2.5022942229061305,35.41914614811427,1.9941502361317582,35.573875427246094,2.9064140197424733,35.676554107666014,2.6102448671274026,35.75376053751551,3.2034514824605074,1.335186966821075,Neutral
AAPL,2019-01-10,1236504.0,6455076.0,Thursday,36.4143930484411,36.76540421062059,36.0227892295961,36.72481155395508,143122800.0,2024038.0,-38.90905210277673,3557071.2,-65.23814311054555,3205675.8333333335,-61.42766566904378,3205675.8333333335,-61.42766566904378,5591999.0,15.434140814402863,7262386.2,-11.116321519778172,7855050.833333333,-17.822606919263514,7855050.833333333,-17.822606919263514,35.781614739375506,1.768445369708982,35.24721940292926,3.3113921191038362,35.97582499186198,2.081916293128867,35.45639343261719,3.5774031099593997,36.22973220188643,1.4785425565642696,0.8524610175461058,Neutral
AAPL,2019-01-11,1006231.0,5753453.0,Friday,36.50513487847926,36.70093498308247,36.17799979238166,36.36425018310547,108092800.0,1898404.6666666667,-46.99596889598881,2063964.6,-51.24766190272837,2924365.5714285714,-65.59147700851746,2924365.5714285714,-65.59147700851746,5578532.0,3.135609870123538,6595622.8,-12.768616786272249,7655054.428571428,-24.841122245636356,7655054.428571428,-24.841122245636356,36.084072984845896,1.1668912592272953,35.654105784237906,2.386903487052481,36.44304402669271,-0.21621092774118814,36.01084747314453,0.981378486647649,36.638846519911574,0.1694607474532594,-0.3859311733617162,Neutral
AAPL,2019-01-14,1069675.0,8301998.0,Monday,36.02039547495234,36.120683837776696,35.631178251688056,35.81742858886719,129756800.0,1567915.6666666667,-31.777261829771035,1662969.8,-35.6768234756879,2684598.75,-60.15512560303472,2684598.75,-60.15512560303472,5643728.0,47.10131317455413,5796905.2,43.21431373416284,7417354.25,11.926675202279842,7417354.25,11.926675202279842,36.348328353861035,-0.9021952143608372,36.05287442900938,-0.09008700296835981,36.56562042236328,-2.046162009160126,36.2033073425293,-1.0658660271317446,36.78848470106433,-1.815244277425515,-0.5634776726043669,Neutral
AAPL,2019-01-15,957658.0,4006406.0,Tuesday,35.88191737203561,36.62691906108256,35.82938482795779,36.55051040649414,114843600.0,1104136.6666666667,-13.266352897135326,1554224.0,-38.38352772830686,2505162.777777778,-61.77262377938183,2505162.777777778,-61.77262377938183,6836842.333333333,-41.399760230441665,6158209.4,-34.94203038954798,7515648.0,-46.69247415525581,7515648.0,-46.69247415525581,36.31330780062423,-1.1879678683009023,36.155549861593855,-0.7568201579169207,36.302163441975914,0.6841106451277367,36.302162170410156,0.6841141718176024,36.52900767715992,0.26803734935253337,1.8633146816719337,Buy
